Day,Day of Year (Day),Start Time of Day (hr),Start time (hr),Fixture,Mains Temperature (deg F),Duration (min),Fraction Hot Water,Hot Water Flow Rate (gpm),Hot Water Volume (gal),Setpoint_WaterHeater
2D3,226,6.38,5406.38,FAUC,69.586,0.5,0.5,0.247023816,0.123511908,125
2D3,226,6.39,5406.39,FAUC,69.586,0.333,0.5,0.579555875,0.192992107,125
2D3,226,6.6,5406.6,FAUC,69.586,0.333,0.5,0.354328279,0.117991317,125
2D3,226,6.61,5406.61,FAUC,69.586,0.5,0.5,0.482870083,0.241435042,125
2D3,226,6.66,5406.66,FAUC,69.586,1.333,0.5,0.631531475,0.841831456,125
2D3,226,6.75,5406.75,FAUC,69.586,2.167,0.5,0.648856674,1.406072414,125
2D3,226,6.76,5406.76,FAUC,69.586,0.167,0.5,0.643826778,0.107519072,125
2D3,226,6.81,5406.81,FAUC,69.586,2.167,0.5,0.406303878,0.880460504,125
2D3,226,6.95,5406.95,FAUC,69.586,0.333,0.5,0.402391736,0.133996448,125
2D3,226,8.08,5408.08,FAUC,69.586,0.167,0.5,0.643826778,0.107519072,125
2D3,226,8.1,5408.1,FAUC,69.586,0.333,0.5,0.321913389,0.107197158,125
2D3,226,8.17,5408.17,FAUC,69.586,0.167,0.5,0.193371584,0.032293055,125
2D3,226,8.31,5408.31,FAUC,69.586,0.167,0.5,0.418599181,0.069906063,125
2D3,226,8.88,5408.88,FAUC,69.586,0.167,0.5,0.257642487,0.043026295,125
2D3,226,8.91,5408.91,FAUC,69.586,0.5,0.5,0.633208107,0.316604053,125
2D3,226,8.94,5408.94,FAUC,69.586,0.333,0.5,0.515284973,0.171589896,125
2D3,226,8.96,5408.96,FAUC,69.586,0.167,0.5,0.386184291,0.064492777,125
2D3,226,9.49,5409.49,CWSH,69.586,3.333,0.22,0.269021231,0.896647762,125
2D3,226,9.62,5409.62,FAUC,69.586,0.5,0.5,0.268261157,0.134130579,125
2D3,226,9.65,5409.65,FAUC,69.586,0.333,0.5,0.305705944,0.101800079,125
2D3,226,9.67,5409.67,CWSH,69.586,3.333,0.22,0.374023119,1.246619055,125
2D3,226,9.77,5409.77,CWSH,69.586,3,0.22,0.322382846,0.967148538,125
2D3,226,10.04,5410.04,DWSH,69.586,0.833,1,2.604368736,2.169439157,125
2D3,226,10.12,5410.12,DWSH,69.586,0.667,1,2.76979645,1.847454232,125
2D3,226,10.27,5410.27,CWSH,69.586,4.333,0.22,0.228692637,0.990925195,125
2D3,226,10.53,5410.53,FAUC,69.586,0.167,0.5,0.450455193,0.075226017,125
2D3,226,10.59,5410.59,CWSH,69.586,3.5,0.22,0.337629022,1.181701576,125
2D3,226,10.63,5410.63,DWSH,69.586,0.667,1,2.357344921,1.572349062,125
2D3,226,10.67,5410.67,FAUC,69.586,0.333,0.5,0.627619333,0.208997238,125
2D3,226,10.8,5410.8,CWSH,69.586,3.667,0.22,0.255742303,0.937807027,125
2D3,226,12.01,5412.01,FAUC,69.586,0.333,0.5,0.676241668,0.225188475,125
2D3,226,13.65,5413.65,FAUC,69.586,1.333,0.5,0.422511323,0.563207593,125
2D3,226,13.68,5413.68,FAUC,69.586,0.333,0.5,0.418599181,0.139393527,125
2D3,226,14.02,5414.02,FAUC,69.586,0.833,0.5,1.307214265,1.088909483,125
2D3,226,14.94,5414.94,FAUC,69.586,0.167,0.5,0.547140986,0.091372545,125
2D3,226,15.63,5415.63,FAUC,69.586,0.167,0.5,0.418599181,0.069906063,125
2D3,226,15.73,5415.73,FAUC,69.586,0.167,0.5,0.257642487,0.043026295,125
2D3,226,15.87,5415.87,FAUC,69.586,0.5,0.5,0.482870083,0.241435042,125
2D3,226,16.34,5416.34,FAUC,69.586,0.333,0.5,0.482870083,0.160795738,125
2D3,226,16.38,5416.38,FAUC,69.586,0.333,0.5,0.70809768,0.235796527,125
2D3,226,16.39,5416.39,FAUC,69.586,0.167,0.5,0.70809768,0.118252313,125
2D3,226,16.4,5416.4,FAUC,69.586,0.667,0.5,0.273849932,0.182657904,125
2D3,226,16.5,5416.5,FAUC,69.586,0.167,0.5,0.74051257,0.123665599,125
2D3,226,16.78,5416.78,FAUC,69.586,0.667,0.5,0.458838355,0.306045183,125
2D3,226,16.83,5416.83,FAUC,69.586,0.167,0.5,0.547140986,0.091372545,125
2D3,226,16.88,5416.88,FAUC,69.586,1,0.5,0.52031487,0.52031487,125
2D3,226,16.92,5416.92,FAUC,69.586,0.333,0.5,0.627619333,0.208997238,125
2D3,226,18.3,5418.3,FAUC,69.586,0.167,0.5,0.450455193,0.075226017,125
2D3,226,18.31,5418.31,FAUC,69.586,0.167,0.5,0.289498499,0.048346249,125
2D3,226,20.55,5420.55,SHWR,69.586,4,0.639080377,0.939350753,3.757403011,125
2D3,226,20.62,5420.62,SHWR,69.586,12,0.639080377,0.871488911,10.45786693,125
2D3,226,20.74,5420.74,FAUC,69.586,3,0.5,0.772368582,2.317105747,125
2D3,226,21.32,5421.32,FAUC,69.586,0.167,0.5,0.547140986,0.091372545,125
2D3,226,21.35,5421.35,FAUC,69.586,0.167,0.5,0.257642487,0.043026295,125
2D3,226,21.42,5421.42,FAUC,69.586,0.5,0.5,0.36494695,0.182473475,125
2D3,226,21.58,5421.58,FAUC,69.586,0.167,0.5,0.450455193,0.075226017,125
2D3,226,23.05,5423.05,FAUC,69.586,0.167,0.5,0.354328279,0.059172823,125
2D3,226,23.24,5423.24,FAUC,69.586,0.333,0.5,0.402391736,0.133996448,125
1.00E+01,227,6.67,5430.67,FAUC,69.608,0.667,0.5,0.52255038,0.348541103,125
1.00E+01,227,6.73,5430.73,SHWR,69.608,7.5,0.638937031,0.657755126,4.933163448,125
1.00E+01,227,7.02,5431.02,FAUC,69.608,0.333,0.5,0.316324615,0.105336097,125
1.00E+01,227,7.28,5431.28,FAUC,69.608,0.5,0.5,0.568378327,0.284189164,125
1.00E+01,227,7.36,5431.36,FAUC,69.608,0.167,0.5,0.52255038,0.087265913,125
1.00E+01,227,7.39,5431.39,FAUC,69.608,0.167,0.5,0.357681543,0.059732818,125
1.00E+01,227,7.43,5431.43,FAUC,69.608,0.167,0.5,0.247582693,0.04134631,125
1.00E+01,227,7.58,5431.58,FAUC,69.608,0.333,0.5,0.41245153,0.137346359,125
1.00E+01,227,7.98,5431.98,FAUC,69.608,0.167,0.5,0.274967686,0.045919604,125
1.00E+01,227,8.01,5432.01,FAUC,69.608,0.167,0.5,0.2201977,0.036773016,125
1.00E+01,227,8.01,5432.01,FAUC,69.608,0.667,0.5,0.584585772,0.38991871,125
1.00E+01,227,8.25,5432.25,FAUC,69.608,0.167,0.5,0.247582693,0.04134631,125
1.00E+01,227,8.52,5432.52,FAUC,69.608,0.333,0.5,0.247582693,0.082445037,125
1.00E+01,227,10.38,5434.38,FAUC,69.608,0.333,0.5,0.508578444,0.169356622,125
1.00E+01,227,10.75,5434.75,FAUC,69.608,4,0.5,1.011568114,4.046272457,125
1.00E+01,227,10.82,5434.82,FAUC,69.608,2.167,0.5,0.757278892,1.641023359,125
1.00E+01,227,10.86,5434.86,FAUC,69.608,3.833,0.5,0.625383823,2.397096194,125
1.00E+01,227,10.88,5434.88,FAUC,69.608,0.5,0.5,0.48566447,0.242832235,125
1.00E+01,227,10.92,5434.92,FAUC,69.608,0.167,0.5,0.467221516,0.078025993,125
1.00E+01,227,10.93,5434.93,FAUC,69.608,0.333,0.5,0.426423465,0.141999014,125
1.00E+01,227,10.94,5434.94,FAUC,69.608,0.333,0.5,0.563907308,0.187781134,125
1.00E+01,227,11.06,5435.06,FAUC,69.608,0.167,0.5,0.247582693,0.04134631,125
1.00E+01,227,11.11,5435.11,FAUC,69.608,0.333,0.5,0.385066536,0.128227157,125
1.00E+01,227,11.12,5435.12,FAUC,69.608,0.667,0.5,0.41245153,0.27510517,125
1.00E+01,227,11.14,5435.14,FAUC,69.608,0.167,0.5,0.439836523,0.073452699,125
1.00E+01,227,11.17,5435.17,FAUC,69.608,0.333,0.5,0.288939622,0.096216894,125
1.00E+01,227,11.18,5435.18,FAUC,69.608,0.167,0.5,0.2201977,0.036773016,125
1.00E+01,227,11.21,5435.21,FAUC,69.608,0.5,0.5,0.339238589,0.169619294,125
1.00E+01,227,11.74,5435.74,CWSH,69.608,3.5,0.22,0.365908219,1.280678765,125
1.00E+01,227,11.81,5435.81,CWSH,69.608,0.5,0.22,0.27467707,0.137338535,125
1.00E+01,227,11.93,5435.93,FAUC,69.608,0.5,0.5,0.52255038,0.26127519,125
1.00E+01,227,11.98,5435.98,FAUC,69.608,0.333,0.5,0.302352679,0.100683442,125
1.00E+01,227,11.99,5435.99,FAUC,69.608,0.167,0.5,0.2201977,0.036773016,125
1.00E+01,227,12,5436,FAUC,69.608,0.333,0.5,0.164868836,0.054901322,125
1.00E+01,227,12.02,5436.02,FAUC,69.608,0.167,0.5,0.439836523,0.073452699,125
1.00E+01,227,12.04,5436.04,FAUC,69.608,0.167,0.5,0.164868836,0.027533096,125
1.00E+01,227,12.05,5436.05,FAUC,69.608,0.167,0.5,0.164868836,0.027533096,125
1.00E+01,227,12.07,5436.07,FAUC,69.608,0.167,0.5,0.247582693,0.04134631,125
1.00E+01,227,12.09,5436.09,CWSH,69.608,5.667,0.22,0.298775864,1.693162822,125
1.00E+01,227,12.2,5436.2,FAUC,69.608,0.333,0.5,0.63264923,0.210672193,125
1.00E+01,227,12.21,5436.21,FAUC,69.608,0.167,0.5,0.824903059,0.137758811,125
1.00E+01,227,12.22,5436.22,FAUC,69.608,0.167,0.5,0.329737673,0.055066191,125
1.00E+01,227,12.44,5436.44,FAUC,69.608,0.333,0.5,0.302352679,0.100683442,125
1.00E+01,227,12.99,5436.99,FAUC,69.608,0.333,0.5,0.453808458,0.151118216,125
1.00E+01,227,15.86,5439.86,FAUC,69.608,0.167,0.5,0.2201977,0.036773016,125
1.00E+01,227,17.46,5441.46,CWSH,69.608,3.333,0.22,0.386318422,1.2875993,125
1.00E+01,227,17.55,5441.55,CWSH,69.608,0.667,0.22,0.235578006,0.15713053,125
1.00E+01,227,17.79,5441.79,CWSH,69.608,1.167,0.22,0.26533264,0.309643191,125
1.00E+01,227,17.83,5441.83,CWSH,69.608,4.333,0.22,0.313038416,1.356395455,125
1.00E+01,227,18.76,5442.76,FAUC,69.608,0.333,0.5,0.467221516,0.155584765,125
1.00E+01,227,18.92,5442.92,FAUC,69.608,0.667,0.5,0.268261157,0.178930192,125
1.00E+01,227,18.98,5442.98,FAUC,69.608,0.167,0.5,0.164868836,0.027533096,125
1.00E+01,227,19.04,5443.04,FAUC,69.608,0.333,0.5,0.329737673,0.109802645,125
1.00E+01,227,19.16,5443.16,FAUC,69.608,0.167,0.5,0.495165386,0.08269262,125
1.00E+01,227,19.61,5443.61,FAUC,69.608,0.167,0.5,0.329737673,0.055066191,125
1.00E+01,227,19.66,5443.66,FAUC,69.608,0.167,0.5,0.274967686,0.045919604,125
1.00E+01,227,19.67,5443.67,FAUC,69.608,0.167,0.5,0.357681543,0.059732818,125
1.00E+01,227,19.72,5443.72,FAUC,69.608,0.167,0.5,0.164868836,0.027533096,125
1.00E+01,227,20.88,5444.88,FAUC,69.608,0.167,0.5,0.164868836,0.027533096,125
1.00E+01,227,20.92,5444.92,FAUC,69.608,0.333,0.5,0.385066536,0.128227157,125
1.00E+01,227,21.14,5445.14,FAUC,69.608,1,0.5,0.105627831,0.105627831,125
1.00E+01,227,21.15,5445.15,FAUC,69.608,0.167,0.5,0.137483843,0.022959802,125
1.00E+01,227,21.16,5445.16,FAUC,69.608,0.167,0.5,0.164868836,0.027533096,125
4.00E+02,228,1.16,5449.16,FAUC,69.6935,0.167,0.5,0.152014656,0.025386448,125
4.00E+02,228,1.22,5449.22,FAUC,69.6935,1.167,0.5,0.357681543,0.417414361,125
4.00E+02,228,1.25,5449.25,FAUC,69.6935,1.333,0.5,0.31297135,0.41719081,125
4.00E+02,228,8.54,5456.54,FAUC,69.6935,1,0.5,0.44263091,0.44263091,125
4.00E+02,228,8.57,5456.57,FAUC,69.6935,0.5,0.5,0.497400896,0.248700448,125
4.00E+02,228,8.58,5456.58,FAUC,69.6935,0.667,0.5,0.664505242,0.443224996,125
4.00E+02,228,8.6,5456.6,FAUC,69.6935,0.5,0.5,0.438718768,0.219359384,125
4.00E+02,228,8.61,5456.61,FAUC,69.6935,0.167,0.5,0.329178795,0.054972859,125
4.00E+02,228,9.02,5457.02,FAUC,69.6935,1.667,0.5,0.629854842,1.049968022,125
4.00E+02,228,9.1,5457.1,FAUC,69.6935,0.5,0.5,0.438718768,0.219359384,125
4.00E+02,228,9.11,5457.11,FAUC,69.6935,0.5,0.5,0.160397817,0.080198909,125
4.00E+02,228,9.25,5457.25,FAUC,69.6935,0.167,0.5,0.506342935,0.08455927,125
4.00E+02,228,9.33,5457.33,FAUC,69.6935,2,0.5,0.524785889,1.049571778,125
4.00E+02,228,9.36,5457.36,FAUC,69.6935,3,0.5,0.496283141,1.488849424,125
4.00E+02,228,9.42,5457.42,FAUC,69.6935,0.833,0.5,0.561671798,0.467872608,125
4.00E+02,228,9.52,5457.52,FAUC,69.6935,0.333,0.5,0.164309959,0.054715216,125
4.00E+02,228,9.79,5457.79,FAUC,69.6935,0.5,0.5,0.497400896,0.248700448,125
4.00E+02,228,9.99,5457.99,FAUC,69.6935,3.167,0.5,0.652768816,2.067318841,125
4.00E+02,228,10.14,5458.14,CWSH,69.6935,5,0.22,0.211725118,1.058625592,125
4.00E+02,228,10.52,5458.52,CWSH,69.6935,0.167,0.22,0.078444033,0.013100154,125
4.00E+02,228,10.53,5458.53,CWSH,69.6935,0.167,0.22,0.138691018,0.0231614,125
4.00E+02,228,10.58,5458.58,CWSH,69.6935,4.833,0.22,0.203364312,0.982859722,125
4.00E+02,228,10.76,5458.76,CWSH,69.6935,0.167,0.22,0.078444033,0.013100154,125
4.00E+02,228,10.77,5458.77,CWSH,69.6935,0.333,0.22,0.069345509,0.023092055,125
4.00E+02,228,10.81,5458.81,FAUC,69.6935,0.333,0.5,0.493488754,0.164331755,125
4.00E+02,228,10.82,5458.82,FAUC,69.6935,0.667,0.5,0.436483258,0.291134333,125
4.00E+02,228,10.86,5458.86,CWSH,69.6935,4.667,0.22,0.213446461,0.996154633,125
4.00E+02,228,11.11,5459.11,FAUC,69.6935,0.333,0.5,0.417481426,0.139021315,125
4.00E+02,228,11.29,5459.29,FAUC,69.6935,1.167,0.5,0.404627246,0.472199996,125
4.00E+02,228,11.3,5459.3,FAUC,69.6935,0.5,0.5,0.379477762,0.189738881,125
4.00E+02,228,11.32,5459.32,FAUC,69.6935,0.333,0.5,0.417481426,0.139021315,125
4.00E+02,228,11.64,5459.64,FAUC,69.6935,0.333,0.5,0.164309959,0.054715216,125
4.00E+02,228,11.71,5459.71,FAUC,69.6935,0.167,0.5,0.152014656,0.025386448,125
4.00E+02,228,12.1,5460.1,FAUC,69.6935,0.5,0.5,0.219079945,0.109539973,125
4.00E+02,228,12.23,5460.23,SHWR,69.6935,6.667,0.638378852,1.121702236,7.478388809,125
4.00E+02,228,12.44,5460.44,BATH,69.6935,2.167,0.638378852,2.521689378,5.464500883,125
4.00E+02,228,12.46,5460.46,FAUC,69.6935,0.5,0.5,0.337561956,0.168780978,125
4.00E+02,228,12.48,5460.48,FAUC,69.6935,0.333,0.5,0.417481426,0.139021315,125
4.00E+02,228,12.48,5460.48,FAUC,69.6935,1,0.5,0.333090937,0.333090937,125
4.00E+02,228,12.56,5460.56,FAUC,69.6935,0.167,0.5,0.506342935,0.08455927,125
4.00E+02,228,12.6,5460.6,BATH,69.6935,0.833,0.638378852,2.772859345,2.309791834,125
4.00E+02,228,12.63,5460.63,FAUC,69.6935,0.833,0.5,0.23305188,0.194132216,125
4.00E+02,228,12.66,5460.66,FAUC,69.6935,0.333,0.5,0.253171467,0.084306099,125
4.00E+02,228,19.16,5467.16,FAUC,69.6935,0.167,0.5,0.834962852,0.139438796,125
4.00E+02,228,20.51,5468.51,FAUC,69.6935,1,0.5,0.36271144,0.36271144,125
4.00E+02,228,21.08,5469.08,FAUC,69.6935,0.833,0.5,0.627619333,0.522806904,125
4.00E+02,228,21.1,5469.1,FAUC,69.6935,0.167,0.5,0.329178795,0.054972859,125
4.00E+02,228,21.12,5469.12,FAUC,69.6935,0.167,0.5,0.152014656,0.025386448,125
4.00E+02,228,21.15,5469.15,FAUC,69.6935,0.667,0.5,0.417481426,0.278460111,125
4.00E+02,228,21.17,5469.17,FAUC,69.6935,1.333,0.5,0.961828025,1.282116757,125
4.00E+02,228,21.18,5469.18,FAUC,69.6935,0.833,0.5,0.217403313,0.18109696,125
4.00E+02,228,21.2,5469.2,FAUC,69.6935,1.667,0.5,0.528698031,0.881339618,125
4.00E+02,228,21.83,5469.83,DWSH,69.6935,1.833,1,1.493320443,2.737256372,125
4.00E+02,228,22.06,5470.06,DWSH,69.6935,1.833,1,1.555914713,2.851991669,125
4.00E+02,228,22.09,5470.09,FAUC,69.6935,0.167,0.5,0.126306295,0.021093151,125
4.00E+02,228,22.54,5470.54,FAUC,69.6935,0.167,0.5,0.329178795,0.054972859,125
4.00E+02,228,23.18,5471.18,FAUC,69.6935,0.333,0.5,0.164309959,0.054715216,125
4.00E+02,228,23.93,5471.93,FAUC,69.6935,2.833,0.5,0.598557707,1.695713985,125
2D2,229,6.37,5478.37,FAUC,69.8175,0.333,0.5,0.202313623,0.067370436,125
2D2,229,7.12,5479.12,FAUC,69.8175,0.333,0.5,0.392331943,0.130646537,125
2D2,229,7.26,5479.26,FAUC,69.8175,1.333,0.5,0.581791385,0.775527916,125
2D2,229,7.35,5479.35,FAUC,69.8175,0.167,0.5,0.430335607,0.071866046,125
2D2,229,7.44,5479.44,FAUC,69.8175,0.167,0.5,0.404627246,0.06757275,125
2D2,229,7.45,5479.45,FAUC,69.8175,0.167,0.5,0.227463106,0.037986339,125
2D2,229,7.83,5479.83,SHWR,69.8175,11.333,0.637566257,1.120274417,12.69606997,125
2D2,229,8.02,5480.02,FAUC,69.8175,0.333,0.5,0.379477762,0.126366095,125
2D2,229,8.2,5480.2,FAUC,69.8175,0.5,0.5,0.36271144,0.18135572,125
2D2,229,8.23,5480.23,FAUC,69.8175,0.167,0.5,0.202313623,0.033786375,125
2D2,229,9.87,5481.87,FAUC,69.8175,0.5,0.5,0.531492418,0.265746209,125
2D2,229,9.96,5481.96,FAUC,69.8175,0.333,0.5,0.543787721,0.181081311,125
2D2,229,11.04,5483.04,FAUC,69.8175,0.333,0.5,0.215167803,0.071650879,125
2D2,229,12.88,5484.88,FAUC,69.8175,0.333,0.5,0.493488754,0.164331755,125
2D2,229,14.3,5486.3,FAUC,69.8175,0.667,0.5,0.569496082,0.379853887,125
2D2,229,14.42,5486.42,FAUC,69.8175,0.5,0.5,0.371094601,0.185547301,125
2D2,229,14.44,5486.44,FAUC,69.8175,1.333,0.5,0.458838355,0.611631527,125
2D2,229,14.48,5486.48,FAUC,69.8175,1.167,0.5,0.571172714,0.666558558,125
2D2,229,14.55,5486.55,FAUC,69.8175,0.167,0.5,0.404627246,0.06757275,125
2D2,229,15.97,5487.97,FAUC,69.8175,0.333,0.5,0.278320951,0.092680877,125
2D2,229,16.21,5488.21,FAUC,69.8175,0.5,0.5,0.708656557,0.354328279,125
2D2,229,16.23,5488.23,FAUC,69.8175,1,0.5,0.543787721,0.543787721,125
2D2,229,16.25,5488.25,FAUC,69.8175,0.167,0.5,0.278320951,0.046479599,125
2D2,229,16.35,5488.35,FAUC,69.8175,0.167,0.5,0.152014656,0.025386448,125
2D2,229,16.38,5488.38,FAUC,69.8175,0.333,0.5,0.278320951,0.092680877,125
2D2,229,16.42,5488.42,FAUC,69.8175,0.333,0.5,0.417481426,0.139021315,125
2D2,229,16.94,5488.94,FAUC,69.8175,0.167,0.5,0.202313623,0.033786375,125
2D2,229,16.96,5488.96,FAUC,69.8175,0.167,0.5,0.152014656,0.025386448,125
2D2,229,17.32,5489.32,FAUC,69.8175,0.167,0.5,0.430335607,0.071866046,125
2D2,229,17.55,5489.55,FAUC,69.8175,0.333,0.5,0.202313623,0.067370436,125
2D2,229,17.82,5489.82,FAUC,69.8175,0.167,0.5,0.152014656,0.025386448,125
2D2,229,17.93,5489.93,FAUC,69.8175,0.167,0.5,0.152014656,0.025386448,125
2D2,229,17.95,5489.95,FAUC,69.8175,0.167,0.5,0.152014656,0.025386448,125
2D2,229,19.05,5491.05,FAUC,69.8175,0.167,0.5,0.278320951,0.046479599,125
2D2,229,19.08,5491.08,FAUC,69.8175,0.167,0.5,0.278320951,0.046479599,125
2D2,229,19.11,5491.11,FAUC,69.8175,1,0.5,0.607499746,0.607499746,125
2D2,229,19.14,5491.14,FAUC,69.8175,0.667,0.5,0.512490586,0.341831221,125
2D2,229,19.16,5491.16,FAUC,69.8175,1.333,0.5,0.39512633,0.526703398,125
2D2,229,19.21,5491.21,FAUC,69.8175,1,0.5,0.459956109,0.459956109,125
2D2,229,19.25,5491.25,FAUC,69.8175,0.833,0.5,0.637679126,0.531186712,125
2D2,229,19.27,5491.27,FAUC,69.8175,0.5,0.5,0.497400896,0.248700448,125
2D2,229,19.28,5491.28,FAUC,69.8175,0.333,0.5,0.619795049,0.206391751,125
2D2,229,19.31,5491.31,FAUC,69.8175,0.5,0.5,0.303470434,0.151735217,125
2D2,229,19.33,5491.33,FAUC,69.8175,0.5,0.5,0.396244085,0.198122042,125
2D2,229,19.34,5491.34,FAUC,69.8175,0.5,0.5,0.26993779,0.134968895,125
2D2,229,19.38,5491.38,FAUC,69.8175,0.667,0.5,0.518638238,0.345931705,125
2D2,229,19.4,5491.4,FAUC,69.8175,0.167,0.5,0.329178795,0.054972859,125
2D2,229,19.42,5491.42,DWSH,69.8175,1.667,1,0.653886571,1.090028914,125
2D2,229,19.57,5491.57,DWSH,69.8175,1.667,1,0.625942701,1.043446482,125
2D2,229,19.74,5491.74,FAUC,69.8175,0.333,0.5,0.341474098,0.113710875,125
2D2,229,19.79,5491.79,DWSH,69.8175,2,1,0.698596764,1.397193528,125
2D2,229,19.8,5491.8,FAUC,69.8175,0.167,0.5,0.63264923,0.105652421,125
2D2,229,19.82,5491.82,FAUC,69.8175,0.333,0.5,1.202145312,0.400314389,125
2D2,229,19.94,5491.94,DWSH,69.8175,1.5,1,0.688536971,1.032805456,125
2D2,229,20.11,5492.11,FAUC,69.8175,0.333,0.5,0.316324615,0.105336097,125
2D2,229,20.14,5492.14,FAUC,69.8175,0.333,0.5,0.316324615,0.105336097,125
2D2,229,20.17,5492.17,DWSH,69.8175,1.5,1,0.684065951,1.026098927,125
2D2,229,20.96,5492.96,FAUC,69.8175,0.333,0.5,0.556641902,0.185361753,125
2D2,229,21.36,5493.36,FAUC,69.8175,0.333,0.5,0.45548509,0.151676535,125
2D2,229,22.65,5494.65,FAUC,69.8175,0.167,0.5,0.404627246,0.06757275,125
1D5,230,2.71,5498.71,FAUC,69.9415,0.167,0.5,0.385066536,0.064306112,125
1D5,230,3.39,5499.39,FAUC,69.9415,1.667,0.5,0.019001832,0.031676054,125
1D5,230,7.99,5503.99,FAUC,69.9415,0.167,0.5,0.439836523,0.073452699,125
1D5,230,8.99,5504.99,FAUC,69.9415,1.333,0.5,0.573967101,0.765098146,125
1D5,230,9.07,5505.07,FAUC,69.9415,1,0.5,0.352651646,0.352651646,125
1D5,230,9.22,5505.22,FAUC,69.9415,1,0.5,0.178840772,0.178840772,125
1D5,230,10.26,5506.26,FAUC,69.9415,0.5,0.5,0.540993334,0.270496667,125
1D5,230,10.27,5506.27,FAUC,69.9415,0.167,0.5,0.164868836,0.027533096,125
1D5,230,10.62,5506.62,FAUC,69.9415,0.333,0.5,0.233610758,0.077792382,125
1D5,230,11.04,5507.04,FAUC,69.9415,1,0.5,0.426423465,0.426423465,125
1D5,230,11.06,5507.06,FAUC,69.9415,0.333,0.5,0.371094601,0.123574502,125
1D5,230,11.25,5507.25,FAUC,69.9415,0.667,0.5,0.288939622,0.192722728,125
1D5,230,11.28,5507.28,FAUC,69.9415,0.5,0.5,0.458279477,0.229139739,125
1D5,230,14.21,5510.21,FAUC,69.9415,0.333,0.5,0.302352679,0.100683442,125
1D5,230,14.23,5510.23,FAUC,69.9415,0.333,0.5,0.288939622,0.096216894,125
1D5,230,14.26,5510.26,FAUC,69.9415,0.667,0.5,0.130777314,0.087228469,125
1D5,230,14.54,5510.54,CWSH,69.9415,3.167,0.22,0.241479752,0.764766374,125
1D5,230,15.22,5511.22,FAUC,69.9415,0.333,0.5,0.439836523,0.146465562,125
1D5,230,15.33,5511.33,FAUC,69.9415,0.333,0.5,0.233610758,0.077792382,125
1D5,230,15.42,5511.42,CWSH,69.9415,0.667,0.22,0.375006743,0.250129498,125
1D5,230,15.43,5511.43,FAUC,69.9415,0.167,0.5,0.137483843,0.022959802,125
1D5,230,15.56,5511.56,CWSH,69.9415,3.5,0.22,0.333202713,1.166209494,125
1D5,230,15.72,5511.72,CWSH,69.9415,0.333,0.22,0.264594922,0.088110109,125
1D5,230,15.72,5511.72,FAUC,69.9415,0.167,0.5,0.137483843,0.022959802,125
1D5,230,15.73,5511.73,CWSH,69.9415,0.333,0.22,0.252299619,0.084015773,125
1D5,230,16.02,5512.02,CWSH,69.9415,2.333,0.22,0.324841907,0.757856168,125
1D5,230,16.06,5512.06,FAUC,69.9415,0.833,0.5,0.032973767,0.027467148,125
1D5,230,16.17,5512.17,FAUC,69.9415,1.5,0.5,0.424746833,0.637120249,125
1D5,230,16.76,5512.76,FAUC,69.9415,0.333,0.5,0.316324615,0.105336097,125
1D5,230,17.9,5513.9,FAUC,69.9415,0.333,0.5,0.233610758,0.077792382,125
1D5,230,17.91,5513.91,FAUC,69.9415,0.167,0.5,0.41245153,0.068879405,125
1D5,230,18.72,5514.72,FAUC,69.9415,1.167,0.5,0.546023231,0.63720911,125
1D5,230,19.94,5515.94,FAUC,69.9415,0.167,0.5,0.2201977,0.036773016,125
1D5,230,19.94,5515.94,FAUC,69.9415,0.167,0.5,0.137483843,0.022959802,125
1D5,230,20.07,5516.07,FAUC,69.9415,0.167,0.5,0.302352679,0.050492897,125
1D5,230,20.81,5516.81,FAUC,69.9415,0.333,0.5,0.63264923,0.210672193,125
1D5,230,20.87,5516.87,FAUC,69.9415,2.667,0.5,0.601352095,1.603806036,125
1D5,230,22.25,5518.25,FAUC,69.9415,1,0.5,0.316324615,0.316324615,125
1D5,230,22.27,5518.27,FAUC,69.9415,0.167,0.5,0.137483843,0.022959802,125
1D5,230,22.27,5518.27,FAUC,69.9415,0.333,0.5,0.508578444,0.169356622,125
1D5,230,22.28,5518.28,FAUC,69.9415,0.333,0.5,0.535963437,0.178475825,125
1D5,230,22.29,5518.29,FAUC,69.9415,0.333,0.5,0.343709608,0.114455299,125
1D5,230,22.85,5518.85,FAUC,69.9415,0.333,0.5,0.535963437,0.178475825,125
1D5,230,22.95,5518.95,FAUC,69.9415,0.333,0.5,0.343709608,0.114455299,125
1D5,230,22.99,5518.99,FAUC,69.9415,0.333,0.5,0.260995751,0.086911585,125
1D4,231,5.57,5525.57,FAUC,70.017,0.5,0.5,0.413569284,0.206784642,125
1D4,231,5.59,5525.59,FAUC,70.017,0.667,0.5,0.373330111,0.249011184,125
1D4,231,5.6,5525.6,FAUC,70.017,0.833,0.5,0.344268485,0.286775648,125
1D4,231,5.65,5525.65,FAUC,70.017,0.333,0.5,0.45548509,0.151676535,125
1D4,231,5.77,5525.77,FAUC,70.017,0.167,0.5,0.430335607,0.071866046,125
1D4,231,5.97,5525.97,FAUC,70.017,1.167,0.5,0.350416137,0.408935632,125
1D4,231,6.01,5526.01,FAUC,70.017,0.5,0.5,0.404627246,0.202313623,125
