Hour of Year (hr),Timestep (min),Time (min),Inlet Water Temperature (deg F),Hot Water Draw Volume (gal),Ambient Temperature (deg F),Tank Temperature (deg F),Jacket Losses (Btu),Energy Withdrawn (Btu),Energy Added Backup (Btu),Energy Added Heat Pump (Btu),Energy Added Total (Btu),COP Gas,Total Energy Change (Btu),Electricity CO2 Multiplier (lb/kWh),CO2 Production (lb),Elec Energy Demand (Watts),Electric Usage (W-hrs),Gas Usage (Btu),NOx Production (ng),CO2 Production Gas (lb),CO2 Production Elec (lb),Energy Added Heat Pump (Btu/min)
4844.0,60.0,290640.0,40.0,16.961177812316052,68.0,90.02666357780625,-110.14837673574911,-7043.461074835022,4265.1775,18090.392750900664,22355.570250900666,1.8090333410554844,15201.960799329892,0.42423,1.7452719228771545,110,1359.6857603281571,10000.032802239999,105505919.99999999,1.1684524327731403,0.5768194901040141,301.5065458483444
4845.0,60.0,290700.0,40.0,0.0,68.0,118.20125841402223,-251.0406128855552,-0.0,0.0,0.0,0.0,1.7385968539649443,-251.0406128855552,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4846.0,60.0,290760.0,40.0,0.9376305899798018,68.0,117.73599162055717,-248.713960831866,-605.0377645911661,0.0,0.0,0.0,1.739760020948607,-853.7517254230321,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4847.0,60.0,290820.0,40.0,0.0,68.0,116.15368856952085,-240.80136381234806,-0.0,0.0,0.0,0.0,1.7437157785761979,-240.80136381234806,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4848.0,60.0,290880.0,40.0,0.0,68.0,115.70739871579882,-238.56960943123298,-0.0,0.0,0.0,0.0,1.744831503210503,-238.56960943123298,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4849.0,60.0,290940.0,40.0,0.0,68.0,115.26524509004709,-236.35853901776144,-0.0,0.0,0.0,0.0,1.7459368872748824,-236.35853901776144,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4850.0,60.0,291000.0,40.0,0.0,68.0,114.82718935757875,-234.16796087229073,-0.0,0.0,0.0,0.0,1.7470320266060533,-234.16796087229073,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4851.0,60.0,291060.0,40.0,0.0,68.0,114.39319353899391,-231.99768507185638,-0.0,0.0,0.0,0.0,1.7481170161525152,-231.99768507185638,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4852.0,60.0,291120.0,40.0,8.607290571923631,68.0,113.96322000688694,-229.84752345370558,-5284.5845015446785,0.0,0.0,0.0,1.7491919499827826,-5514.432024998384,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4853.0,60.0,291180.0,40.0,2.6300475167327106,68.0,103.74303261743964,-178.73959932773533,-1391.6335445724683,0.0,0.0,0.0,1.774742418456401,-1570.3731439002036,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4854.0,60.0,291240.0,40.0,0.43387163329999034,68.0,100.83257733768302,-164.18533315416033,-219.091760882435,0.0,0.0,0.0,1.7820185566557925,-383.2770940365954,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4855.0,60.0,291300.0,40.0,1.81869254339521,68.0,100.12222970706952,-160.6331093616746,-907.6594570898031,0.0,0.0,0.0,1.7837944257323262,-1068.2925664514778,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4856.0,60.0,291360.0,40.0,0.0,68.0,98.142306812673,-150.73214128680632,-0.0,0.0,17887.501004500802,17887.501004500802,1.7887442329683174,17736.768863213994,0.42423,1.2151177327731402,110,110.0,10000.032802239999,105505919.99999999,1.1684524327731403,0.0466653,298.12501674168004
4857.0,60.0,291420.0,40.0,0.0,68.0,131.0147949752983,-315.11705585129,-0.0,0.0,0.0,0.0,1.7065630125617544,-315.11705585129,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4858.0,60.0,291480.0,40.0,0.0,68.0,130.43077193433749,-312.1965413706981,-0.0,0.0,0.0,0.0,1.7080230701641563,-312.1965413706981,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4859.0,60.0,291540.0,40.0,1.4378981385024525,68.0,129.8521616367254,-309.3030943073501,-1072.4701749276605,0.0,0.0,0.0,1.7094695959081865,-1381.7732692350105,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4860.0,60.0,291600.0,40.0,1.4848894961181107,68.0,127.29124844071677,-296.49677752200944,-1075.9532759843653,0.0,0.0,0.0,1.7158718788982081,-1372.4500535063748,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4861.0,60.0,291660.0,40.0,0.03245730961690872,68.0,124.74761445159416,-283.77686858427836,-22.833294216504328,0.0,0.0,0.0,1.7222309638710147,-306.6101628007827,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4862.0,60.0,291720.0,40.0,0.004251245060584784,68.0,124.1793576836936,-280.935196247828,-2.9706420221722087,0.0,0.0,0.0,1.723651605790766,-283.90583827000023,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4863.0,60.0,291780.0,40.0,1.169568297596422,68.0,123.65318003658072,-278.30394828331487,-812.1506853264435,0.0,0.0,0.0,1.7249670499085483,-1090.4546336097583,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4864.0,60.0,291840.0,40.0,0.9574950707165528,68.0,121.63218301555278,-268.19758149436956,-648.8234377444703,0.0,0.0,0.0,1.730019542461118,-917.0210192388399,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4865.0,60.0,291900.0,40.0,4.294264094571511,68.0,119.93261964906344,-259.6986027308781,-2849.3209312312583,0.0,0.0,0.0,1.7342684508773414,-3109.0195339621364,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4866.0,60.0,291960.0,40.0,1.0126810752996054,68.0,114.17050995390323,-230.8841149055535,-623.4943628998512,0.0,0.0,0.0,1.748673725115242,-854.3784778054047,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4867.0,60.0,292020.0,40.0,0.643771198583245,68.0,112.58704530965738,-222.96570912584795,-387.89951260565005,0.0,0.0,0.0,1.7526323867258564,-610.865221731498,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4868.0,60.0,292080.0,40.0,1.240901229983649,68.0,111.45489661193288,-217.30419162741498,-736.0338408200286,0.0,0.0,0.0,1.7554627584701679,-953.3380324474435,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4869.0,60.0,292140.0,40.0,1.2188917135712225,68.0,109.68802501157025,-208.46862567831073,-705.1018488328235,0.0,0.0,0.0,1.7598799374710743,-913.5704745111343,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4870.0,60.0,292200.0,40.0,0.511732229858613,68.0,107.99485672141024,-200.00162666855223,-288.8333954564319,0.0,0.0,0.0,1.7641128581964745,-488.8350221249841,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4871.0,60.0,292260.0,40.0,0.0,68.0,107.08887302154889,-195.47108878040268,-0.0,0.0,0.0,0.0,1.7663778174461278,-195.47108878040268,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4872.0,60.0,292320.0,40.0,0.0,68.0,106.72659615468415,-193.65945677026602,-0.0,0.0,0.0,0.0,1.7672835096132897,-193.65945677026602,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4873.0,60.0,292380.0,40.0,0.0,68.0,106.36767688086623,-191.86461502083048,-0.0,0.0,0.0,0.0,1.7681808077978345,-191.86461502083048,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4874.0,60.0,292440.0,40.0,0.0,68.0,106.01208408182042,-190.08640791944805,-0.0,0.0,0.0,0.0,1.769069789795449,-190.08640791944805,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4875.0,60.0,292500.0,40.0,0.0,68.0,105.6597869276771,-188.3246812956933,-0.0,0.0,0.0,0.0,1.7699505326808072,-188.3246812956933,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4876.0,60.0,292560.0,40.0,1.0930617070982014,68.0,105.31075487429887,-186.57928240799725,-592.5949630861136,0.0,0.0,0.0,1.7708231128142529,-779.1742454941109,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4877.0,60.0,292620.0,40.0,14.067334800554004,68.0,103.8666701957896,-179.35787174610144,-7457.867616559456,0.0,0.0,0.0,1.7744333245105262,-7637.2254883055575,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4878.0,60.0,292680.0,40.0,19.04217921124651,68.0,89.71219784539939,-108.57583308467457,-7857.9305242177425,4265.1775,18098.254419998786,22363.431919998788,1.8098195053865016,14396.925562696368,0.42423,1.7452719228771545,110,1359.6857603281571,10000.032802239999,105505919.99999999,1.1684524327731403,0.5768194901040141,301.63757366664646
4879.0,60.0,292740.0,40.0,0.004818687149379628,68.0,116.39477846578956,-242.00697811828158,-3.0557722239882312,0.0,0.0,0.0,1.7431130538355262,-245.06275034226982,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4880.0,60.0,292800.0,40.0,0.0,68.0,115.94059075990845,-239.7357290768904,-0.0,0.0,0.0,0.0,1.744248523100229,-239.7357290768904,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4881.0,60.0,292860.0,40.0,0.6115584497508896,68.0,115.49627590318259,-237.51385103099147,-383.2587444504064,0.0,0.0,0.0,1.7453593102420435,-620.772595481398,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4882.0,60.0,292920.0,40.0,1.4244506350428006,68.0,114.34576534773599,-231.76051169059875,-879.0877172240469,0.0,0.0,0.0,1.74823558663066,-1110.8482289146457,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4883.0,60.0,292980.0,40.0,1.8242774605703564,68.0,112.28697180213115,-221.46513643862895,-1094.6606244343416,0.0,0.0,0.0,1.7533825704946722,-1316.1257608729704,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4884.0,60.0,293040.0,40.0,0.0,68.0,109.84772659188583,-209.26724276218084,-0.0,0.0,0.0,0.0,1.7594806835202854,-209.26724276218084,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4885.0,60.0,293100.0,40.0,2.6335990393238435,68.0,109.45988058602214,-207.32774757633825,-1518.491131055314,0.0,0.0,0.0,1.7604502985349446,-1725.8188786316523,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4886.0,60.0,293160.0,40.0,0.28562657653457724,68.0,106.26132953672047,-191.33280559420373,-157.10403251291228,0.0,0.0,0.0,1.7684466761581987,-348.43683810711605,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4887.0,60.0,293220.0,40.0,1.2103926776445126,68.0,105.61555318791467,-188.103482355846,-659.2674814619637,0.0,0.0,0.0,1.7700611170302134,-847.3709638178098,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4888.0,60.0,293280.0,40.0,0.27548441274598434,68.0,104.04507593851977,-180.2500224294153,-146.45740948556477,0.0,0.0,0.0,1.7739873101537005,-326.7074319149801,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4889.0,60.0,293340.0,40.0,0.3072296048696738,68.0,103.4395718429829,-177.22208799010986,-161.7900755489705,0.0,0.0,0.0,1.7755010703925427,-339.01216353908035,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4890.0,60.0,293400.0,40.0,0.0,68.0,102.81126274007536,-174.0801129229784,-0.0,0.0,0.0,0.0,1.7770718431498116,-174.0801129229784,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4891.0,60.0,293460.0,40.0,1.5084610336164275,68.0,102.48863089571067,-172.4667331292343,-782.4627610809699,0.0,0.0,0.0,1.7778784227607234,-954.9294942102042,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4892.0,60.0,293520.0,40.0,2.9529440881321536,68.0,100.71880975541993,-163.61641746399394,-1488.356765453907,0.0,0.0,0.0,1.7823029756114501,-1651.9731829179009,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4893.0,60.0,293580.0,40.0,0.0,68.0,97.65712082440666,-148.30587964106553,-0.0,0.0,17899.63069399543,17899.63069399543,1.7899571979389834,17751.324814354364,0.42423,1.2151177327731402,110,110.0,10000.032802239999,105505919.99999999,1.1684524327731403,0.0466653,298.32717823325714
4894.0,60.0,293640.0,40.0,0.3234442806867365,68.0,130.5565862981334,-312.8256992044848,-243.13534130973048,0.0,0.0,0.0,1.7077085342546665,-555.9610405142153,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4895.0,60.0,293700.0,40.0,0.0,68.0,129.5261944119828,-307.6730353314354,-0.0,0.0,0.0,0.0,1.710284513970043,-307.6730353314354,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4896.0,60.0,293760.0,40.0,0.0,68.0,128.95596776642574,-304.8215122599673,-0.0,0.0,0.0,0.0,1.7117100805839356,-304.8215122599673,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4897.0,60.0,293820.0,40.0,0.0,68.0,128.39102599880417,-301.9964171912597,-0.0,0.0,0.0,0.0,1.7131224350029897,-301.9964171912597,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4898.0,60.0,293880.0,40.0,0.0,68.0,127.83132012870827,-299.1975051897775,-0.0,0.0,0.0,0.0,1.7145216996782293,-299.1975051897775,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4899.0,60.0,293940.0,40.0,0.3600539709752813,68.0,127.27680162968016,-296.4245335900554,-260.8524979281064,0.0,0.0,0.0,1.7159079959257997,-557.2770315181617,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4900.0,60.0,294000.0,40.0,0.0,68.0,126.24397074807143,-291.25967307226085,-0.0,0.0,0.0,0.0,1.7184900731298214,-291.25967307226085,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4901.0,60.0,294060.0,40.0,0.0,68.0,125.70416385149653,-288.5602695426043,-0.0,0.0,0.0,0.0,1.7198395903712587,-288.5602695426043,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4902.0,60.0,294120.0,40.0,47.45193818739155,68.0,125.16935990169615,-285.8858841671572,-33547.94416469364,0.0,0.0,0.0,1.7211766002457596,-33833.83004886079,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4903.0,60.0,294180.0,40.0,0.3758402121756275,68.0,62.463340200207234,27.68708421640993,-70.08194578635184,4265.1775,18779.47809568751,23044.65559568751,1.8779416494994818,23002.260734117568,0.42423,1.7452719228771545,110,1359.6857603281571,10000.03280224,105505919.99999999,1.1684524327731403,0.5768194901040141,312.9913015947919
4904.0,60.0,294240.0,40.0,0.0,68.0,105.09464184975036,-185.49856953646386,-0.0,0.0,17713.69205844346,17713.69205844346,1.771363395375624,17528.193488906996,0.42423,1.2151177327731402,110,110.0,10000.032802239997,105505919.99999999,1.1684524327731403,0.0466653,295.22820097405764
4905.0,60.0,294300.0,40.0,0.0,68.0,137.58056628276972,-347.9504011730404,-0.0,0.0,0.0,0.0,1.6901485842930757,-347.9504011730404,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4906.0,60.0,294360.0,40.0,6.181913618916033,68.0,136.93569147316086,-344.72558624701765,-4974.3371461380675,0.0,0.0,0.0,1.691760771317098,-5319.062732385085,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4907.0,60.0,294420.0,40.0,0.863478958577474,68.0,127.07759228637887,-295.4283506812039,-624.1467932262381,0.0,0.0,0.0,1.716406019284053,-919.575143907442,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4908.0,60.0,294480.0,40.0,0.0,68.0,125.37329522608194,-286.9057002124163,-0.0,0.0,0.0,0.0,1.7206667619347953,-286.9057002124163,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4909.0,60.0,294540.0,40.0,0.0,68.0,124.84155777678907,-284.2466494359642,-0.0,0.0,0.0,0.0,1.7219961055580273,-284.2466494359642,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4910.0,60.0,294600.0,40.0,0.0,68.0,124.31474848638733,-281.6122428231746,-0.0,0.0,0.0,0.0,1.7233131287840318,-281.6122428231746,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4911.0,60.0,294660.0,40.0,0.0,68.0,123.79282168054984,-279.0022519711874,-0.0,0.0,0.0,0.0,1.7246179457986255,-279.0022519711874,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4912.0,60.0,294720.0,40.0,0.0,68.0,123.27573210826081,-276.41645059398707,-0.0,0.0,0.0,0.0,1.725910669729348,-276.41645059398707,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4913.0,60.0,294780.0,40.0,1.7336945505491967,68.0,122.76343493789226,-273.85461450278393,-1191.0765197241901,0.0,0.0,0.0,1.7271914126552694,-1464.931134226974,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4914.0,60.0,294840.0,40.0,2.147935481466769,68.0,120.04840088967772,-260.27758808946703,-1427.2579307513313,0.0,0.0,0.0,1.7339789977758058,-1687.5355188407984,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4915.0,60.0,294900.0,40.0,0.0,68.0,116.92080240796352,-244.6374574530176,-0.0,0.0,0.0,0.0,1.7417979939800912,-244.6374574530176,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4916.0,60.0,294960.0,40.0,1.3671797092180433,68.0,116.46740291979982,-242.37015003908994,-867.8217227238655,0.0,0.0,0.0,1.7429314927005004,-1110.1918727629554,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4917.0,60.0,295020.0,40.0,3.839733134130037,68.0,114.4098258336298,-232.08085791594428,-2371.7008089387405,0.0,0.0,0.0,1.7480754354159256,-2603.7816668546848,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4918.0,60.0,295080.0,40.0,2.433940874355102,68.0,109.5841000950901,-207.94893004613968,-1405.8811610284686,0.0,0.0,0.0,1.7601397497622748,-1613.8300910746082,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4919.0,60.0,295140.0,40.0,0.0,68.0,106.59310376568732,-192.99190356128193,-0.0,0.0,0.0,0.0,1.7676172405857817,-192.99190356128193,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4920.0,60.0,295200.0,40.0,0.34808833602289113,68.0,106.2354217034004,-191.20324871533896,-191.385199344393,0.0,0.0,0.0,1.768511445741499,-382.58844805973195,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4921.0,60.0,295260.0,40.0,0.0,68.0,105.52635037665584,-187.65740731476146,-0.0,0.0,0.0,0.0,1.7702841240583604,-187.65740731476146,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4922.0,60.0,295320.0,40.0,0.0,68.0,105.17855501730054,-185.91819274266382,-0.0,0.0,0.0,0.0,1.7711536124567486,-185.91819274266382,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4923.0,60.0,295380.0,40.0,0.0,68.0,104.83398303593897,-184.19509726424377,-0.0,0.0,0.0,0.0,1.7720150424101526,-184.19509726424377,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4924.0,60.0,295440.0,40.0,2.229314203708762,68.0,104.49260455820561,-182.48797148724967,-1193.4652322437175,0.0,0.0,0.0,1.772868488604486,-1375.9532037309673,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4925.0,60.0,295500.0,40.0,14.467814297078963,68.0,101.94247799621486,-169.73559524643665,-7439.094457631023,0.0,0.0,0.0,1.7792438050094628,-7608.83005287746,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4926.0,60.0,295560.0,40.0,1.3356348985409252,68.0,87.84063240226385,-99.21672634624795,-530.4118795213143,4265.1775,18145.043709556023,22410.221209556024,1.8144984189943405,21780.59260368846,0.42423,1.7452719228771545,110,1359.6857603281571,10000.032802239999,105505919.99999999,1.1684524327731403,0.5768194901040141,302.4173951592671
4927.0,60.0,295620.0,40.0,0.0,68.0,128.20775214438655,-301.0799226213537,-0.0,0.0,0.0,0.0,1.7135806196390337,-301.0799226213537,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4928.0,60.0,295680.0,40.0,1.2151464889150716,68.0,127.64974486196085,-298.2895047194865,-884.1131799269798,0.0,0.0,0.0,1.714975637845098,-1182.4026846464662,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4929.0,60.0,295740.0,40.0,0.22157226164470517,68.0,125.45833567383582,-287.33096059031624,-157.1804013844342,0.0,0.0,0.0,1.7204541608154105,-444.51136197475046,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4930.0,60.0,295800.0,40.0,0.0,68.0,124.63449934843987,-283.21121573573276,-0.0,0.0,0.0,0.0,1.7225137516289002,-283.21121573573276,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4931.0,60.0,295860.0,40.0,0.1768976952303549,68.0,124.10960908186465,-280.5864055540442,-123.50836180683062,0.0,0.0,0.0,1.7238259772953384,-404.0947673608748,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4932.0,60.0,295920.0,40.0,4.7431347562460315,68.0,123.36067896053915,-276.84124293052133,-3282.1262227334205,0.0,0.0,0.0,1.725698302598652,-3558.9674656639418,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4933.0,60.0,295980.0,40.0,1.7535542602991245,68.0,116.76465705889235,-243.85662395663843,-1117.40110152051,0.0,0.0,0.0,1.7421883573527692,-1361.2577254771486,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4934.0,60.0,296040.0,40.0,1.176818289172838,68.0,114.24176640095314,-231.2404458563023,-725.2475624027643,0.0,0.0,0.0,1.748495583997617,-956.4880082590666,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4935.0,60.0,296100.0,40.0,0.0,68.0,112.46905678446825,-222.37568583534275,-0.0,0.0,0.0,0.0,1.7529273580388294,-222.37568583534275,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4936.0,60.0,296160.0,40.0,0.0,68.0,112.05691621046331,-220.3147011994615,-0.0,0.0,0.0,0.0,1.7539577094738417,-220.3147011994615,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4937.0,60.0,296220.0,40.0,0.5170805060873327,68.0,111.64859536786317,-218.27281783201877,-307.5349072111846,0.0,0.0,0.0,1.754978511580342,-525.8077250432034,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4938.0,60.0,296280.0,40.0,0.0,68.0,110.6740882098459,-213.39961580603767,-0.0,0.0,0.0,0.0,1.7574147794753854,-213.39961580603767,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4939.0,60.0,296340.0,40.0,0.0,68.0,110.27858345931371,-211.42182166084112,-0.0,0.0,0.0,0.0,1.7584035413517158,-211.42182166084112,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4940.0,60.0,296400.0,40.0,0.0,68.0,109.88674425886718,-209.4623577720792,-0.0,0.0,0.0,0.0,1.759383139352832,-209.4623577720792,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4941.0,60.0,296460.0,40.0,0.0,68.0,109.49853663607638,-207.52105425437645,-0.0,0.0,0.0,0.0,1.7603536584098092,-207.52105425437645,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4942.0,60.0,296520.0,40.0,0.0,68.0,109.11392693336887,-205.59774279686016,-0.0,0.0,0.0,0.0,1.7613151826665778,-205.59774279686016,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4943.0,60.0,296580.0,40.0,0.0,68.0,108.73288180511165,-203.69225664856813,-0.0,0.0,0.0,0.0,1.762267795487221,-203.69225664856813,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4944.0,60.0,296640.0,40.0,0.0,68.0,108.35536821472002,-201.80443060399094,-0.0,0.0,0.0,0.0,1.7632115794632,-201.80443060399094,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4945.0,60.0,296700.0,40.0,0.0,68.0,107.98135343179338,-199.93410098874895,-0.0,0.0,0.0,0.0,1.7641466164205166,-199.93410098874895,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4946.0,60.0,296760.0,40.0,0.09495838203664517,68.0,107.61080502927747,-198.08110564540166,-53.293959247503025,0.0,0.0,0.0,1.7650729874268063,-251.37506489290467,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4947.0,60.0,296820.0,40.0,0.0,68.0,107.1449183782872,-195.7513538803119,-0.0,0.0,0.0,0.0,1.766237704054282,-195.7513538803119,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4948.0,60.0,296880.0,40.0,0.0,68.0,106.78212208134755,-193.93712436468485,-0.0,0.0,0.0,0.0,1.7671446947966312,-193.93712436468485,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4949.0,60.0,296940.0,40.0,0.0,68.0,106.4226881915485,-192.13970918351905,-0.0,0.0,0.0,0.0,1.7680432795211287,-192.13970918351905,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4950.0,60.0,297000.0,40.0,0.8284102970327978,68.0,106.06658554599815,-190.35895250104994,-454.3137937109723,0.0,0.0,0.0,1.7689335361350047,-644.6727462120223,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4951.0,60.0,297060.0,40.0,7.176958264325285,68.0,104.87177958206782,-184.3841058350427,-3864.780246688254,0.0,0.0,0.0,1.7719205510448304,-4049.1643525232967,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
4952.0,60.0,297120.0,40.0,0.018452268637106858,68.0,97.36724996490017,-146.85632716913292,-8.787035325531882,0.0,17906.877489254122,17906.877489254122,1.7906818750877496,17751.234126759457,0.42423,1.2151177327731402,110,110.0,10000.032802239997,105505919.99999999,1.1684524327731403,0.0466653,298.4479581542354
4953.0,60.0,297180.0,40.0,0.0,68.0,130.26654736252956,-311.3753062371579,-0.0,0.0,0.0,0.0,1.7084336315936761,-311.3753062371579,0.42423,0.00212115,5,5.0,0.0,0.0,0.0,0.00212115,0.0
