Time (min),Hot Water Draw Volume (gal),Ambient Temperature (deg F),Inlet Water Temperature (deg F),Tank Temperature (deg F),Jacket Losses (Btu),Energy Withdrawn (Btu),Energy Added Backup (Btu),Energy Added Heat Pump (Btu),Energy Added Total (Btu),COP Gas,Total Energy Change (Btu),Elec Energy Demand (Watts),Electric Usage (W-hrs),Gas Usage (Btu),NOx Production (ng),Energy Added Heat Pump (Btu/min)
2490,0,68,40,106,-111,0,0,0,0,1.7691,-111,5.0,0.4166666666666667,0.0,0.0,0.0
2495,0,68,40,105,-108,0,0,0,0,1.7716,-108,5.0,0.4166666666666667,0.0,0.0,0.0
2500,0,68,40,104,-105,0,0,0,0,1.7741,-105,5.0,0.4166666666666667,0.0,0.0,0.0
2505,0,68,40,103,-103,0,0,0,0,1.7766,-103,5.0,0.4166666666666667,0.0,0.0,0.0
2510,0,68,40,102,-100,0,0,0,0,1.7791000000000001,-100,5.0,0.4166666666666667,0.0,0.0,0.0
2515,0,68,40,101,-97,0,0,0,0,1.7816,-97,5.0,0.4166666666666667,0.0,0.0,0.0
2520,0,68,40,100,-94,0,0,0,0,1.7841,-94,5.0,0.4166666666666667,0.0,0.0,0.0
2525,0,68,40,99,-91,0,0,1488,1488,1.7866,1397,158.5,13.208333333333334,832.8668980185828,8792159.999999998,297.7675243009757
2530,0,68,40,101,-97,0,0,1484,1484,1.7816,1387,158.5,13.208333333333334,832.9591378536147,8792159.999999998,296.9341885674568
2535,0,68,40,103,-103,0,0,1480,1480,1.7766,1377,158.5,13.208333333333334,833.0518968816841,8792159.999999998,296.10085283393784
2540,0,68,40,105,-108,0,0,1476,1476,1.7716,1368,158.5,13.208333333333334,833.1451794987581,8792159.999999998,295.26751710041896
2545,0,68,40,107,-114,0,0,1472,1472,1.7666,1358,158.5,13.208333333333334,833.2389901505718,8792159.999999998,294.4341813669
2550,0,68,40,109,-120,0,0,1468,1468,1.7616,1348,158.5,13.208333333333334,833.3333333333333,8792159.999999998,293.60084563338114
2555,0,68,40,111,-126,0,0,1463,1463,1.7566,1337,158.5,13.208333333333334,832.858932027781,8792159.999999998,292.7675098998622
2560,0,68,40,113,-132,0,0,1459,1459,1.7516,1327,158.5,13.208333333333334,832.9527289335465,8792159.999999998,291.9341741663433
2565,0,68,40,115,-138,0,0,1455,1455,1.7466,1317,158.5,13.208333333333334,833.0470628649949,8792159.999999998,291.10083843282445
2570,0,68,40,117,-144,0,0,1451,1451,1.7416,1307,158.5,13.208333333333334,833.1419384474046,8792159.999999998,290.26750269930557
2575,0,68,40,119,-150,0,0,1447,1447,1.7366000000000001,1297,158.5,13.208333333333334,833.2373603593228,8792159.999999998,289.4341669657867
2580,0,68,40,121,-155,0,0,1443,1443,1.7316,1288,158.5,13.208333333333334,833.3333333333334,8792159.999999998,288.6008312322677
2585,0,68,40,123,-161,0,0,1438,1438,1.7266,1277,158.5,13.208333333333334,832.8506892157999,8792159.999999998,287.76749549874876
2590,0,68,40,125,-167,0,0,1434,1434,1.7216,1267,158.5,13.208333333333334,832.946096654275,8792159.999999998,286.9341597652299
2595,0,68,40,127,-173,0,0,1430,1430,1.7166000000000001,1257,158.5,13.208333333333334,833.0420598858208,8792159.999999998,286.100824031711
2600,0,68,40,129,-179,0,0,1426,1426,1.7116,1247,158.5,13.208333333333334,833.1385837812574,8792159.999999998,285.26748829819206
2605,0,68,40,131,-185,0,0,1422,1422,1.7066,1237,158.5,13.208333333333334,833.2356732684871,8792159.999999998,284.4341525646732
2610,0,68,40,133,-191,0,0,1418,1418,1.7016,1227,158.5,13.208333333333334,833.3333333333334,8792159.999999998,283.6008168311543
2615,0,68,40,135,-197,0,0,0,0,1.6966,-197,5.0,0.4166666666666667,0.0,0.0,0.0
2620,0,68,40,134,-194,0,0,0,0,1.6991,-194,5.0,0.4166666666666667,0.0,0.0,0.0
2625,0,68,40,133,-191,0,0,0,0,1.7016,-191,5.0,0.4166666666666667,0.0,0.0,0.0
2630,0,68,40,132,-188,0,0,0,0,1.7041,-188,5.0,0.4166666666666667,0.0,0.0,0.0
2635,0,68,40,131,-185,0,0,0,0,1.7066,-185,5.0,0.4166666666666667,0.0,0.0,0.0
2640,0,68,40,130,-182,0,0,0,0,1.7091,-182,5.0,0.4166666666666667,0.0,0.0,0.0
2645,0,68,40,129,-179,0,0,0,0,1.7116,-179,5.0,0.4166666666666667,0.0,0.0,0.0
2650,0,68,40,128,-176,0,0,0,0,1.7141,-176,5.0,0.4166666666666667,0.0,0.0,0.0
2655,0,68,40,127,-173,0,0,0,0,1.7166000000000001,-173,5.0,0.4166666666666667,0.0,0.0,0.0
2660,0,68,40,126,-170,0,0,0,0,1.7191,-170,5.0,0.4166666666666667,0.0,0.0,0.0
2665,0,68,40,125,-167,0,0,0,0,1.7216,-167,5.0,0.4166666666666667,0.0,0.0,0.0
2670,0,68,40,124,-164,0,0,0,0,1.7241,-164,5.0,0.4166666666666667,0.0,0.0,0.0
2675,0,68,40,123,-161,0,0,0,0,1.7266,-161,5.0,0.4166666666666667,0.0,0.0,0.0
2680,0,68,40,122,-158,0,0,0,0,1.7291,-158,5.0,0.4166666666666667,0.0,0.0,0.0
2685,0,68,40,121,-155,0,0,0,0,1.7316,-155,5.0,0.4166666666666667,0.0,0.0,0.0
2690,0,68,40,120,-153,0,0,0,0,1.7341,-153,5.0,0.4166666666666667,0.0,0.0,0.0
2695,0,68,40,119,-150,0,0,0,0,1.7366000000000001,-150,5.0,0.4166666666666667,0.0,0.0,0.0
2700,0,68,40,118,-147,0,0,0,0,1.7391,-147,5.0,0.4166666666666667,0.0,0.0,0.0
2705,0,68,40,117,-144,0,0,0,0,1.7416,-144,5.0,0.4166666666666667,0.0,0.0,0.0
2710,0,68,40,116,-141,0,0,0,0,1.7441,-141,5.0,0.4166666666666667,0.0,0.0,0.0
2715,0,68,40,115,-138,0,0,0,0,1.7466,-138,5.0,0.4166666666666667,0.0,0.0,0.0
2720,0,68,40,114,-135,0,0,0,0,1.7490999999999999,-135,5.0,0.4166666666666667,0.0,0.0,0.0
2725,0,68,40,113,-132,0,0,0,0,1.7516,-132,5.0,0.4166666666666667,0.0,0.0,0.0
2730,0,68,40,112,-129,0,0,0,0,1.7541,-129,5.0,0.4166666666666667,0.0,0.0,0.0
2735,0,68,40,111,-126,0,0,0,0,1.7566,-126,5.0,0.4166666666666667,0.0,0.0,0.0
2740,0,68,40,110,-123,0,0,0,0,1.7591,-123,5.0,0.4166666666666667,0.0,0.0,0.0
2745,0,68,40,109,-120,0,0,0,0,1.7616,-120,5.0,0.4166666666666667,0.0,0.0,0.0
2750,0,68,40,108,-117,0,0,0,0,1.7641,-117,5.0,0.4166666666666667,0.0,0.0,0.0
2755,0,68,40,107,-114,0,0,0,0,1.7666,-114,5.0,0.4166666666666667,0.0,0.0,0.0
2760,0,68,40,106,-111,0,0,0,0,1.7691,-111,5.0,0.4166666666666667,0.0,0.0,0.0
2765,0,68,40,105,-108,0,0,0,0,1.7716,-108,5.0,0.4166666666666667,0.0,0.0,0.0
2770,0,68,40,104,-105,0,0,0,0,1.7741,-105,5.0,0.4166666666666667,0.0,0.0,0.0
2775,0,68,40,103,-103,0,0,0,0,1.7766,-103,5.0,0.4166666666666667,0.0,0.0,0.0
2780,0,68,40,102,-100,0,0,0,0,1.7791000000000001,-100,5.0,0.4166666666666667,0.0,0.0,0.0
2785,0,68,40,101,-97,0,0,0,0,1.7816,-97,5.0,0.4166666666666667,0.0,0.0,0.0
2790,0,68,40,100,-94,0,0,0,0,1.7841,-94,5.0,0.4166666666666667,0.0,0.0,0.0
2795,0,68,40,99,-91,0,0,1488,1488,1.7866,1397,158.5,13.208333333333334,832.8668980185828,8792159.999999998,297.7675243009757
2800,0,68,40,101,-97,0,0,1484,1484,1.7816,1387,158.5,13.208333333333334,832.9591378536147,8792159.999999998,296.9341885674568
2805,0,68,40,103,-103,0,0,1480,1480,1.7766,1377,158.5,13.208333333333334,833.0518968816841,8792159.999999998,296.10085283393784
2810,0,68,40,105,-108,0,0,1476,1476,1.7716,1368,158.5,13.208333333333334,833.1451794987581,8792159.999999998,295.26751710041896
2815,0,68,40,107,-114,0,0,1472,1472,1.7666,1358,158.5,13.208333333333334,833.2389901505718,8792159.999999998,294.4341813669
2820,0,68,40,109,-120,0,0,1468,1468,1.7616,1348,158.5,13.208333333333334,833.3333333333333,8792159.999999998,293.60084563338114
2825,0,68,40,111,-126,0,0,1463,1463,1.7566,1337,158.5,13.208333333333334,832.858932027781,8792159.999999998,292.7675098998622
2830,0,68,40,113,-132,0,0,1459,1459,1.7516,1327,158.5,13.208333333333334,832.9527289335465,8792159.999999998,291.9341741663433
2835,0,68,40,115,-138,0,0,1455,1455,1.7466,1317,158.5,13.208333333333334,833.0470628649949,8792159.999999998,291.10083843282445
2840,0,68,40,117,-144,0,0,1451,1451,1.7416,1307,158.5,13.208333333333334,833.1419384474046,8792159.999999998,290.26750269930557
2845,0,68,40,119,-150,0,0,1447,1447,1.7366000000000001,1297,158.5,13.208333333333334,833.2373603593228,8792159.999999998,289.4341669657867
2850,0,68,40,121,-155,0,0,1443,1443,1.7316,1288,158.5,13.208333333333334,833.3333333333334,8792159.999999998,288.6008312322677
2855,0,68,40,123,-161,0,0,1438,1438,1.7266,1277,158.5,13.208333333333334,832.8506892157999,8792159.999999998,287.76749549874876
2860,0,68,40,125,-167,0,0,1434,1434,1.7216,1267,158.5,13.208333333333334,832.946096654275,8792159.999999998,286.9341597652299
2865,0,68,40,127,-173,0,0,1430,1430,1.7166000000000001,1257,158.5,13.208333333333334,833.0420598858208,8792159.999999998,286.100824031711
2870,0,68,40,129,-179,0,0,1426,1426,1.7116,1247,158.5,13.208333333333334,833.1385837812574,8792159.999999998,285.26748829819206
2875,0,68,40,131,-185,0,0,1422,1422,1.7066,1237,158.5,13.208333333333334,833.2356732684871,8792159.999999998,284.4341525646732
2880,0,68,40,133,-191,0,0,1418,1418,1.7016,1227,158.5,13.208333333333334,833.3333333333334,8792159.999999998,283.6008168311543
2885,0,68,40,135,-197,0,0,0,0,1.6966,-197,5.0,0.4166666666666667,0.0,0.0,0.0
2890,0,68,40,134,-194,0,0,0,0,1.6991,-194,5.0,0.4166666666666667,0.0,0.0,0.0
2895,0,68,40,133,-191,0,0,0,0,1.7016,-191,5.0,0.4166666666666667,0.0,0.0,0.0
2900,0,68,40,132,-188,0,0,0,0,1.7041,-188,5.0,0.4166666666666667,0.0,0.0,0.0
2905,0,68,40,131,-185,0,0,0,0,1.7066,-185,5.0,0.4166666666666667,0.0,0.0,0.0
2910,0,68,40,130,-182,0,0,0,0,1.7091,-182,5.0,0.4166666666666667,0.0,0.0,0.0
2915,0,68,40,129,-179,0,0,0,0,1.7116,-179,5.0,0.4166666666666667,0.0,0.0,0.0
2920,0,68,40,128,-176,0,0,0,0,1.7141,-176,5.0,0.4166666666666667,0.0,0.0,0.0
2925,0,68,40,127,-173,0,0,0,0,1.7166000000000001,-173,5.0,0.4166666666666667,0.0,0.0,0.0
2930,0,68,40,126,-170,0,0,0,0,1.7191,-170,5.0,0.4166666666666667,0.0,0.0,0.0
2935,0,68,40,125,-167,0,0,0,0,1.7216,-167,5.0,0.4166666666666667,0.0,0.0,0.0
2940,0,68,40,124,-164,0,0,0,0,1.7241,-164,5.0,0.4166666666666667,0.0,0.0,0.0
2945,0,68,40,123,-161,0,0,0,0,1.7266,-161,5.0,0.4166666666666667,0.0,0.0,0.0
2950,0,68,40,122,-158,0,0,0,0,1.7291,-158,5.0,0.4166666666666667,0.0,0.0,0.0
2955,0,68,40,121,-155,0,0,0,0,1.7316,-155,5.0,0.4166666666666667,0.0,0.0,0.0
2960,0,68,40,120,-153,0,0,0,0,1.7341,-153,5.0,0.4166666666666667,0.0,0.0,0.0
2965,0,68,40,119,-150,0,0,0,0,1.7366000000000001,-150,5.0,0.4166666666666667,0.0,0.0,0.0
2970,0,68,40,118,-147,0,0,0,0,1.7391,-147,5.0,0.4166666666666667,0.0,0.0,0.0
2975,0,68,40,117,-144,0,0,0,0,1.7416,-144,5.0,0.4166666666666667,0.0,0.0,0.0
2980,0,68,40,116,-141,0,0,0,0,1.7441,-141,5.0,0.4166666666666667,0.0,0.0,0.0
2985,0,68,40,115,-138,0,0,0,0,1.7466,-138,5.0,0.4166666666666667,0.0,0.0,0.0
2990,0,68,40,114,-135,0,0,0,0,1.7490999999999999,-135,5.0,0.4166666666666667,0.0,0.0,0.0
2995,0,68,40,113,-132,0,0,0,0,1.7516,-132,5.0,0.4166666666666667,0.0,0.0,0.0
3000,0,68,40,112,-129,0,0,0,0,1.7541,-129,5.0,0.4166666666666667,0.0,0.0,0.0
3005,0,68,40,111,-126,0,0,0,0,1.7566,-126,5.0,0.4166666666666667,0.0,0.0,0.0
3010,0,68,40,110,-123,0,0,0,0,1.7591,-123,5.0,0.4166666666666667,0.0,0.0,0.0
3015,0,68,40,109,-120,0,0,0,0,1.7616,-120,5.0,0.4166666666666667,0.0,0.0,0.0
3020,0,68,40,108,-117,0,0,0,0,1.7641,-117,5.0,0.4166666666666667,0.0,0.0,0.0
3025,0,68,40,107,-114,0,0,0,0,1.7666,-114,5.0,0.4166666666666667,0.0,0.0,0.0
3030,0,68,40,106,-111,0,0,0,0,1.7691,-111,5.0,0.4166666666666667,0.0,0.0,0.0
3035,0,68,40,105,-108,0,0,0,0,1.7716,-108,5.0,0.4166666666666667,0.0,0.0,0.0
3040,0,68,40,104,-105,0,0,0,0,1.7741,-105,5.0,0.4166666666666667,0.0,0.0,0.0
3045,0,68,40,103,-103,0,0,0,0,1.7766,-103,5.0,0.4166666666666667,0.0,0.0,0.0
3050,0,68,40,102,-100,0,0,0,0,1.7791000000000001,-100,5.0,0.4166666666666667,0.0,0.0,0.0
3055,0,68,40,101,-97,0,0,0,0,1.7816,-97,5.0,0.4166666666666667,0.0,0.0,0.0
3060,0,68,40,100,-94,0,0,0,0,1.7841,-94,5.0,0.4166666666666667,0.0,0.0,0.0
3065,0,68,40,99,-91,0,0,1488,1488,1.7866,1397,158.5,13.208333333333334,832.8668980185828,8792159.999999998,297.7675243009757
3070,0,68,40,101,-97,0,0,1484,1484,1.7816,1387,158.5,13.208333333333334,832.9591378536147,8792159.999999998,296.9341885674568
3075,0,68,40,103,-103,0,0,1480,1480,1.7766,1377,158.5,13.208333333333334,833.0518968816841,8792159.999999998,296.10085283393784
3080,0,68,40,105,-108,0,0,1476,1476,1.7716,1368,158.5,13.208333333333334,833.1451794987581,8792159.999999998,295.26751710041896
3085,0,68,40,107,-114,0,0,1472,1472,1.7666,1358,158.5,13.208333333333334,833.2389901505718,8792159.999999998,294.4341813669
3090,0,68,40,109,-120,0,0,1468,1468,1.7616,1348,158.5,13.208333333333334,833.3333333333333,8792159.999999998,293.60084563338114
3095,0,68,40,111,-126,0,0,1463,1463,1.7566,1337,158.5,13.208333333333334,832.858932027781,8792159.999999998,292.7675098998622
3100,0,68,40,113,-132,0,0,1459,1459,1.7516,1327,158.5,13.208333333333334,832.9527289335465,8792159.999999998,291.9341741663433
3105,0,68,40,115,-138,0,0,1455,1455,1.7466,1317,158.5,13.208333333333334,833.0470628649949,8792159.999999998,291.10083843282445
3110,0,68,40,117,-144,0,0,1451,1451,1.7416,1307,158.5,13.208333333333334,833.1419384474046,8792159.999999998,290.26750269930557
3115,0,68,40,119,-150,0,0,1447,1447,1.7366000000000001,1297,158.5,13.208333333333334,833.2373603593228,8792159.999999998,289.4341669657867
3120,0,68,40,121,-155,0,0,1443,1443,1.7316,1288,158.5,13.208333333333334,833.3333333333334,8792159.999999998,288.6008312322677
3125,0,68,40,123,-161,0,0,1438,1438,1.7266,1277,158.5,13.208333333333334,832.8506892157999,8792159.999999998,287.76749549874876
3130,0,68,40,125,-167,0,0,1434,1434,1.7216,1267,158.5,13.208333333333334,832.946096654275,8792159.999999998,286.9341597652299
3135,0,68,40,127,-173,0,0,1430,1430,1.7166000000000001,1257,158.5,13.208333333333334,833.0420598858208,8792159.999999998,286.100824031711
3140,0,68,40,129,-179,0,0,1426,1426,1.7116,1247,158.5,13.208333333333334,833.1385837812574,8792159.999999998,285.26748829819206
3145,0,68,40,131,-185,0,0,1422,1422,1.7066,1237,158.5,13.208333333333334,833.2356732684871,8792159.999999998,284.4341525646732
3150,0,68,40,133,-191,0,0,1418,1418,1.7016,1227,158.5,13.208333333333334,833.3333333333334,8792159.999999998,283.6008168311543
3155,0,68,40,135,-197,0,0,0,0,1.6966,-197,5.0,0.4166666666666667,0.0,0.0,0.0
3160,0,68,40,134,-194,0,0,0,0,1.6991,-194,5.0,0.4166666666666667,0.0,0.0,0.0
3165,0,68,40,133,-191,0,0,0,0,1.7016,-191,5.0,0.4166666666666667,0.0,0.0,0.0
3170,0,68,40,132,-188,0,0,0,0,1.7041,-188,5.0,0.4166666666666667,0.0,0.0,0.0
3175,0,68,40,131,-185,0,0,0,0,1.7066,-185,5.0,0.4166666666666667,0.0,0.0,0.0
3180,0,68,40,130,-182,0,0,0,0,1.7091,-182,5.0,0.4166666666666667,0.0,0.0,0.0
3185,0,68,40,129,-179,0,0,0,0,1.7116,-179,5.0,0.4166666666666667,0.0,0.0,0.0
3190,0,68,40,128,-176,0,0,0,0,1.7141,-176,5.0,0.4166666666666667,0.0,0.0,0.0
3195,0,68,40,127,-173,0,0,0,0,1.7166000000000001,-173,5.0,0.4166666666666667,0.0,0.0,0.0
3200,0,68,40,126,-170,0,0,0,0,1.7191,-170,5.0,0.4166666666666667,0.0,0.0,0.0
3205,0,68,40,125,-167,0,0,0,0,1.7216,-167,5.0,0.4166666666666667,0.0,0.0,0.0
3210,0,68,40,124,-164,0,0,0,0,1.7241,-164,5.0,0.4166666666666667,0.0,0.0,0.0
3215,0,68,40,123,-161,0,0,0,0,1.7266,-161,5.0,0.4166666666666667,0.0,0.0,0.0
3220,0,68,40,122,-158,0,0,0,0,1.7291,-158,5.0,0.4166666666666667,0.0,0.0,0.0
3225,0,68,40,121,-155,0,0,0,0,1.7316,-155,5.0,0.4166666666666667,0.0,0.0,0.0
3230,0,68,40,120,-153,0,0,0,0,1.7341,-153,5.0,0.4166666666666667,0.0,0.0,0.0
3235,0,68,40,119,-150,0,0,0,0,1.7366000000000001,-150,5.0,0.4166666666666667,0.0,0.0,0.0
3240,0,68,40,118,-147,0,0,0,0,1.7391,-147,5.0,0.4166666666666667,0.0,0.0,0.0
3245,0,68,40,117,-144,0,0,0,0,1.7416,-144,5.0,0.4166666666666667,0.0,0.0,0.0
3250,0,68,40,116,-141,0,0,0,0,1.7441,-141,5.0,0.4166666666666667,0.0,0.0,0.0
3255,0,68,40,115,-138,0,0,0,0,1.7466,-138,5.0,0.4166666666666667,0.0,0.0,0.0
3260,0,68,40,114,-135,0,0,0,0,1.7490999999999999,-135,5.0,0.4166666666666667,0.0,0.0,0.0
3265,0,68,40,113,-132,0,0,0,0,1.7516,-132,5.0,0.4166666666666667,0.0,0.0,0.0
3270,0,68,40,112,-129,0,0,0,0,1.7541,-129,5.0,0.4166666666666667,0.0,0.0,0.0
3275,0,68,40,111,-126,0,0,0,0,1.7566,-126,5.0,0.4166666666666667,0.0,0.0,0.0
3280,0,68,40,110,-123,0,0,0,0,1.7591,-123,5.0,0.4166666666666667,0.0,0.0,0.0
3285,0,68,40,109,-120,0,0,0,0,1.7616,-120,5.0,0.4166666666666667,0.0,0.0,0.0
3290,0,68,40,108,-117,0,0,0,0,1.7641,-117,5.0,0.4166666666666667,0.0,0.0,0.0
3295,0,68,40,107,-114,0,0,0,0,1.7666,-114,5.0,0.4166666666666667,0.0,0.0,0.0
3300,0,68,40,106,-111,0,0,0,0,1.7691,-111,5.0,0.4166666666666667,0.0,0.0,0.0
3305,0,68,40,105,-108,0,0,0,0,1.7716,-108,5.0,0.4166666666666667,0.0,0.0,0.0
3310,0,68,40,104,-105,0,0,0,0,1.7741,-105,5.0,0.4166666666666667,0.0,0.0,0.0
3315,0,68,40,103,-103,0,0,0,0,1.7766,-103,5.0,0.4166666666666667,0.0,0.0,0.0
3320,0,68,40,102,-100,0,0,0,0,1.7791000000000001,-100,5.0,0.4166666666666667,0.0,0.0,0.0
3325,0,68,40,101,-97,0,0,0,0,1.7816,-97,5.0,0.4166666666666667,0.0,0.0,0.0
3330,0,68,40,100,-94,0,0,0,0,1.7841,-94,5.0,0.4166666666666667,0.0,0.0,0.0
3335,0,68,40,99,-91,0,0,1488,1488,1.7866,1397,158.5,13.208333333333334,832.8668980185828,8792159.999999998,297.7675243009757
3340,0,68,40,101,-97,0,0,1484,1484,1.7816,1387,158.5,13.208333333333334,832.9591378536147,8792159.999999998,296.9341885674568
3345,0,68,40,103,-103,0,0,1480,1480,1.7766,1377,158.5,13.208333333333334,833.0518968816841,8792159.999999998,296.10085283393784
3350,0,68,40,105,-108,0,0,1476,1476,1.7716,1368,158.5,13.208333333333334,833.1451794987581,8792159.999999998,295.26751710041896
3355,0,68,40,107,-114,0,0,1472,1472,1.7666,1358,158.5,13.208333333333334,833.2389901505718,8792159.999999998,294.4341813669
3360,0,68,40,109,-120,0,0,1468,1468,1.7616,1348,158.5,13.208333333333334,833.3333333333333,8792159.999999998,293.60084563338114
3365,0,68,40,111,-126,0,0,1463,1463,1.7566,1337,158.5,13.208333333333334,832.858932027781,8792159.999999998,292.7675098998622
3370,0,68,40,113,-132,0,0,1459,1459,1.7516,1327,158.5,13.208333333333334,832.9527289335465,8792159.999999998,291.9341741663433
3375,2,68,40,115,-138,-1245,0,1455,1455,1.7466,72,158.5,13.208333333333334,833.0470628649949,8792159.999999998,291.10083843282445
3380,0,68,40,115,-138,0,0,1455,1455,1.7466,1317,158.5,13.208333333333334,833.0470628649949,8792159.999999998,291.10083843282445
3385,0,68,40,117,-144,0,0,1451,1451,1.7416,1307,158.5,13.208333333333334,833.1419384474046,8792159.999999998,290.26750269930557
3390,0,68,40,119,-150,0,0,1447,1447,1.7366000000000001,1297,158.5,13.208333333333334,833.2373603593228,8792159.999999998,289.4341669657867
3395,0,68,40,121,-155,0,0,1443,1443,1.7316,1288,158.5,13.208333333333334,833.3333333333334,8792159.999999998,288.6008312322677
3400,0,68,40,123,-161,0,0,1438,1438,1.7266,1277,158.5,13.208333333333334,832.8506892157999,8792159.999999998,287.76749549874876
3405,0,68,40,125,-167,0,0,1434,1434,1.7216,1267,158.5,13.208333333333334,832.946096654275,8792159.999999998,286.9341597652299
3410,0,68,40,127,-173,0,0,1430,1430,1.7166000000000001,1257,158.5,13.208333333333334,833.0420598858208,8792159.999999998,286.100824031711
3415,0,68,40,129,-179,0,0,1426,1426,1.7116,1247,158.5,13.208333333333334,833.1385837812574,8792159.999999998,285.26748829819206
3420,0,68,40,131,-185,0,0,1422,1422,1.7066,1237,158.5,13.208333333333334,833.2356732684871,8792159.999999998,284.4341525646732
3425,0,68,40,133,-191,0,0,1418,1418,1.7016,1227,158.5,13.208333333333334,833.3333333333334,8792159.999999998,283.6008168311543
3430,0,68,40,135,-197,0,0,0,0,1.6966,-197,5.0,0.4166666666666667,0.0,0.0,0.0
3435,0,68,40,134,-194,0,0,0,0,1.6991,-194,5.0,0.4166666666666667,0.0,0.0,0.0
3440,0,68,40,133,-191,0,0,0,0,1.7016,-191,5.0,0.4166666666666667,0.0,0.0,0.0
3445,-1,68,40,132,-188,763,0,0,0,1.7041,575,5.0,0.4166666666666667,0.0,0.0,0.0
3450,1,68,40,132,-188,-763,0,0,0,1.7041,-951,5.0,0.4166666666666667,0.0,0.0,0.0
3455,0,68,40,130,-182,0,0,0,0,1.7091,-182,5.0,0.4166666666666667,0.0,0.0,0.0
3460,0,68,40,129,-179,0,0,0,0,1.7116,-179,5.0,0.4166666666666667,0.0,0.0,0.0
3465,0,68,40,128,-176,0,0,0,0,1.7141,-176,5.0,0.4166666666666667,0.0,0.0,0.0
3470,0,68,40,127,-173,0,0,0,0,1.7166000000000001,-173,5.0,0.4166666666666667,0.0,0.0,0.0
3475,0,68,40,126,-170,0,0,0,0,1.7191,-170,5.0,0.4166666666666667,0.0,0.0,0.0
3480,0,68,40,125,-167,0,0,0,0,1.7216,-167,5.0,0.4166666666666667,0.0,0.0,0.0
3485,0,68,40,124,-164,0,0,0,0,1.7241,-164,5.0,0.4166666666666667,0.0,0.0,0.0
3490,0,68,40,123,-161,0,0,0,0,1.7266,-161,5.0,0.4166666666666667,0.0,0.0,0.0
3495,0,68,40,122,-158,0,0,0,0,1.7291,-158,5.0,0.4166666666666667,0.0,0.0,0.0
3500,0,68,40,121,-155,0,0,0,0,1.7316,-155,5.0,0.4166666666666667,0.0,0.0,0.0
3505,0,68,40,120,-153,0,0,0,0,1.7341,-153,5.0,0.4166666666666667,0.0,0.0,0.0
3510,0,68,40,119,-150,0,0,0,0,1.7366000000000001,-150,5.0,0.4166666666666667,0.0,0.0,0.0
3515,0,68,40,118,-147,0,0,0,0,1.7391,-147,5.0,0.4166666666666667,0.0,0.0,0.0
3520,0,68,40,117,-144,0,0,0,0,1.7416,-144,5.0,0.4166666666666667,0.0,0.0,0.0
3525,0,68,40,116,-141,0,0,0,0,1.7441,-141,5.0,0.4166666666666667,0.0,0.0,0.0
3530,0,68,40,115,-138,0,0,0,0,1.7466,-138,5.0,0.4166666666666667,0.0,0.0,0.0
3535,2,68,40,114,-135,-1228,0,0,0,1.7490999999999999,-1363,5.0,0.4166666666666667,0.0,0.0,0.0
3540,0,68,40,111,-126,0,0,0,0,1.7566,-126,5.0,0.4166666666666667,0.0,0.0,0.0
3545,0,68,40,110,-123,0,0,0,0,1.7591,-123,5.0,0.4166666666666667,0.0,0.0,0.0
3550,0,68,40,109,-120,0,0,0,0,1.7616,-120,5.0,0.4166666666666667,0.0,0.0,0.0
3555,0,68,40,108,-117,0,0,0,0,1.7641,-117,5.0,0.4166666666666667,0.0,0.0,0.0
3560,0,68,40,107,-114,0,0,0,0,1.7666,-114,5.0,0.4166666666666667,0.0,0.0,0.0
3565,0,68,40,106,-111,0,0,0,0,1.7691,-111,5.0,0.4166666666666667,0.0,0.0,0.0
3570,0,68,40,105,-108,0,0,0,0,1.7716,-108,5.0,0.4166666666666667,0.0,0.0,0.0
3575,0,68,40,104,-105,0,0,0,0,1.7741,-105,5.0,0.4166666666666667,0.0,0.0,0.0
3580,0,68,40,103,-103,0,0,0,0,1.7766,-103,5.0,0.4166666666666667,0.0,0.0,0.0
3585,0,68,40,102,-100,0,0,0,0,1.7791000000000001,-100,5.0,0.4166666666666667,0.0,0.0,0.0
3590,0,68,40,101,-97,0,0,0,0,1.7816,-97,5.0,0.4166666666666667,0.0,0.0,0.0
3595,0,68,40,100,-94,0,0,0,0,1.7841,-94,5.0,0.4166666666666667,0.0,0.0,0.0
3600,0,68,40,99,-91,0,0,1488,1488,1.7866,1397,158.5,13.208333333333334,832.8668980185828,8792159.999999998,297.7675243009757
3605,0,68,40,101,-97,0,0,1484,1484,1.7816,1387,158.5,13.208333333333334,832.9591378536147,8792159.999999998,296.9341885674568
3610,0,68,40,103,-103,0,0,1480,1480,1.7766,1377,158.5,13.208333333333334,833.0518968816841,8792159.999999998,296.10085283393784
3615,-13,68,40,105,-108,7014,0,1476,1476,1.7716,8382,158.5,13.208333333333334,833.1451794987581,8792159.999999998,295.26751710041896
3620,24,68,40,118,-147,-15539,0,1449,1449,1.7391,-14237,158.5,13.208333333333334,833.1895808176643,8792159.999999998,289.85083483254607
3625,0,68,40,94,-76,0,0,1499,1499,1.7991,1423,158.5,13.208333333333334,833.1943749652604,8792159.999999998,299.8508636347729
3630,0,68,40,96,-82,0,0,1495,1495,1.7941,1413,158.5,13.208333333333334,833.2868847890308,8792159.999999998,299.017527901254
