Time (min),Hot Water Draw Volume (gal),Ambient Temperature (deg F),Inlet Water Temperature (deg F),Tank Temperature (deg F),Jacket Losses (Btu),Energy Withdrawn (Btu),Energy Added Backup (Btu),Energy Added Heat Pump (Btu),Energy Added Total (Btu),COP Gas,Total Energy Change (Btu),Elec Energy Demand (Watts),Electric Usage (W-hrs),Gas Usage (Btu),NOx Production (ng),Energy Added Heat Pump (Btu/min)
1180,0,68,40,118,-147,0,0,0,0,1.7391,-147,5.0,0.4166666666666667,0.0,0.0,0.0
1185,0,68,40,117,-144,0,0,0,0,1.7416,-144,5.0,0.4166666666666667,0.0,0.0,0.0
1190,0,68,40,116,-141,0,0,0,0,1.7441,-141,5.0,0.4166666666666667,0.0,0.0,0.0
1195,0,68,40,115,-138,0,0,0,0,1.7466,-138,5.0,0.4166666666666667,0.0,0.0,0.0
1200,0,68,40,114,-135,0,0,0,0,1.7490999999999999,-135,5.0,0.4166666666666667,0.0,0.0,0.0
1205,0,68,40,113,-132,0,0,0,0,1.7516,-132,5.0,0.4166666666666667,0.0,0.0,0.0
1210,0,68,40,112,-129,0,0,0,0,1.7541,-129,5.0,0.4166666666666667,0.0,0.0,0.0
1215,0,68,40,111,-126,0,0,0,0,1.7566,-126,5.0,0.4166666666666667,0.0,0.0,0.0
1220,0,68,40,110,-123,0,0,0,0,1.7591,-123,5.0,0.4166666666666667,0.0,0.0,0.0
1225,0,68,40,109,-120,0,0,0,0,1.7616,-120,5.0,0.4166666666666667,0.0,0.0,0.0
1230,0,68,40,108,-117,0,0,0,0,1.7641,-117,5.0,0.4166666666666667,0.0,0.0,0.0
1235,0,68,40,107,-114,0,0,0,0,1.7666,-114,5.0,0.4166666666666667,0.0,0.0,0.0
1240,0,68,40,106,-111,0,0,0,0,1.7691,-111,5.0,0.4166666666666667,0.0,0.0,0.0
1245,0,68,40,105,-108,0,0,0,0,1.7716,-108,5.0,0.4166666666666667,0.0,0.0,0.0
1250,0,68,40,104,-105,0,0,0,0,1.7741,-105,5.0,0.4166666666666667,0.0,0.0,0.0
1255,0,68,40,103,-103,0,0,0,0,1.7766,-103,5.0,0.4166666666666667,0.0,0.0,0.0
1260,0,68,40,102,-100,0,0,0,0,1.7791000000000001,-100,5.0,0.4166666666666667,0.0,0.0,0.0
1265,0,68,40,101,-97,0,0,0,0,1.7816,-97,5.0,0.4166666666666667,0.0,0.0,0.0
1270,0,68,40,100,-94,0,0,0,0,1.7841,-94,5.0,0.4166666666666667,0.0,0.0,0.0
1275,0,68,40,99,-91,0,0,1488,1488,1.7866,1397,158.5,13.208333333333334,832.8668980185828,8792159.999999998,297.7675243009757
1280,0,68,40,101,-97,0,0,1484,1484,1.7816,1387,158.5,13.208333333333334,832.9591378536147,8792159.999999998,296.9341885674568
1285,0,68,40,103,-103,0,0,1480,1480,1.7766,1377,158.5,13.208333333333334,833.0518968816841,8792159.999999998,296.10085283393784
1290,0,68,40,105,-108,0,0,1476,1476,1.7716,1368,158.5,13.208333333333334,833.1451794987581,8792159.999999998,295.26751710041896
1295,0,68,40,107,-114,0,0,1472,1472,1.7666,1358,158.5,13.208333333333334,833.2389901505718,8792159.999999998,294.4341813669
1300,0,68,40,109,-120,0,0,1468,1468,1.7616,1348,158.5,13.208333333333334,833.3333333333333,8792159.999999998,293.60084563338114
1305,0,68,40,111,-126,0,0,1463,1463,1.7566,1337,158.5,13.208333333333334,832.858932027781,8792159.999999998,292.7675098998622
1310,0,68,40,113,-132,0,0,1459,1459,1.7516,1327,158.5,13.208333333333334,832.9527289335465,8792159.999999998,291.9341741663433
1315,0,68,40,115,-138,0,0,1455,1455,1.7466,1317,158.5,13.208333333333334,833.0470628649949,8792159.999999998,291.10083843282445
1320,0,68,40,117,-144,0,0,1451,1451,1.7416,1307,158.5,13.208333333333334,833.1419384474046,8792159.999999998,290.26750269930557
1325,0,68,40,119,-150,0,0,1447,1447,1.7366000000000001,1297,158.5,13.208333333333334,833.2373603593228,8792159.999999998,289.4341669657867
1330,0,68,40,121,-155,0,0,1443,1443,1.7316,1288,158.5,13.208333333333334,833.3333333333334,8792159.999999998,288.6008312322677
1335,0,68,40,123,-161,0,0,1438,1438,1.7266,1277,158.5,13.208333333333334,832.8506892157999,8792159.999999998,287.76749549874876
1340,0,68,40,125,-167,0,0,1434,1434,1.7216,1267,158.5,13.208333333333334,832.946096654275,8792159.999999998,286.9341597652299
1345,0,68,40,127,-173,0,0,1430,1430,1.7166000000000001,1257,158.5,13.208333333333334,833.0420598858208,8792159.999999998,286.100824031711
1350,0,68,40,129,-179,0,0,1426,1426,1.7116,1247,158.5,13.208333333333334,833.1385837812574,8792159.999999998,285.26748829819206
1355,0,68,40,131,-185,0,0,1422,1422,1.7066,1237,158.5,13.208333333333334,833.2356732684871,8792159.999999998,284.4341525646732
1360,0,68,40,133,-191,0,0,1418,1418,1.7016,1227,158.5,13.208333333333334,833.3333333333334,8792159.999999998,283.6008168311543
1365,0,68,40,135,-197,0,0,0,0,1.6966,-197,5.0,0.4166666666666667,0.0,0.0,0.0
1370,0,68,40,134,-194,0,0,0,0,1.6991,-194,5.0,0.4166666666666667,0.0,0.0,0.0
1375,0,68,40,133,-191,0,0,0,0,1.7016,-191,5.0,0.4166666666666667,0.0,0.0,0.0
1380,0,68,40,132,-188,0,0,0,0,1.7041,-188,5.0,0.4166666666666667,0.0,0.0,0.0
1385,0,68,40,131,-185,0,0,0,0,1.7066,-185,5.0,0.4166666666666667,0.0,0.0,0.0
1390,0,68,40,130,-182,0,0,0,0,1.7091,-182,5.0,0.4166666666666667,0.0,0.0,0.0
1395,0,68,40,129,-179,0,0,0,0,1.7116,-179,5.0,0.4166666666666667,0.0,0.0,0.0
1400,0,68,40,128,-176,0,0,0,0,1.7141,-176,5.0,0.4166666666666667,0.0,0.0,0.0
1405,0,68,40,127,-173,0,0,0,0,1.7166000000000001,-173,5.0,0.4166666666666667,0.0,0.0,0.0
1410,0,68,40,126,-170,0,0,0,0,1.7191,-170,5.0,0.4166666666666667,0.0,0.0,0.0
1415,0,68,40,125,-167,0,0,0,0,1.7216,-167,5.0,0.4166666666666667,0.0,0.0,0.0
1420,0,68,40,124,-164,0,0,0,0,1.7241,-164,5.0,0.4166666666666667,0.0,0.0,0.0
1425,0,68,40,123,-161,0,0,0,0,1.7266,-161,5.0,0.4166666666666667,0.0,0.0,0.0
1430,0,68,40,122,-158,0,0,0,0,1.7291,-158,5.0,0.4166666666666667,0.0,0.0,0.0
1435,0,68,40,121,-155,0,0,0,0,1.7316,-155,5.0,0.4166666666666667,0.0,0.0,0.0
1440,0,68,40,120,-153,0,0,0,0,1.7341,-153,5.0,0.4166666666666667,0.0,0.0,0.0
1445,0,68,40,119,-150,0,0,0,0,1.7366000000000001,-150,5.0,0.4166666666666667,0.0,0.0,0.0
1450,0,68,40,118,-147,0,0,0,0,1.7391,-147,5.0,0.4166666666666667,0.0,0.0,0.0
1455,0,68,40,117,-144,0,0,0,0,1.7416,-144,5.0,0.4166666666666667,0.0,0.0,0.0
1460,0,68,40,116,-141,0,0,0,0,1.7441,-141,5.0,0.4166666666666667,0.0,0.0,0.0
1465,0,68,40,115,-138,0,0,0,0,1.7466,-138,5.0,0.4166666666666667,0.0,0.0,0.0
1470,0,68,40,114,-135,0,0,0,0,1.7490999999999999,-135,5.0,0.4166666666666667,0.0,0.0,0.0
1475,0,68,40,113,-132,0,0,0,0,1.7516,-132,5.0,0.4166666666666667,0.0,0.0,0.0
1480,0,68,40,112,-129,0,0,0,0,1.7541,-129,5.0,0.4166666666666667,0.0,0.0,0.0
1485,0,68,40,111,-126,0,0,0,0,1.7566,-126,5.0,0.4166666666666667,0.0,0.0,0.0
1490,0,68,40,110,-123,0,0,0,0,1.7591,-123,5.0,0.4166666666666667,0.0,0.0,0.0
1495,0,68,40,109,-120,0,0,0,0,1.7616,-120,5.0,0.4166666666666667,0.0,0.0,0.0
1500,0,68,40,108,-117,0,0,0,0,1.7641,-117,5.0,0.4166666666666667,0.0,0.0,0.0
1505,0,68,40,107,-114,0,0,0,0,1.7666,-114,5.0,0.4166666666666667,0.0,0.0,0.0
1510,0,68,40,106,-111,0,0,0,0,1.7691,-111,5.0,0.4166666666666667,0.0,0.0,0.0
1515,0,68,40,105,-108,0,0,0,0,1.7716,-108,5.0,0.4166666666666667,0.0,0.0,0.0
1520,0,68,40,104,-105,0,0,0,0,1.7741,-105,5.0,0.4166666666666667,0.0,0.0,0.0
1525,0,68,40,103,-103,0,0,0,0,1.7766,-103,5.0,0.4166666666666667,0.0,0.0,0.0
1530,0,68,40,102,-100,0,0,0,0,1.7791000000000001,-100,5.0,0.4166666666666667,0.0,0.0,0.0
1535,0,68,40,101,-97,0,0,0,0,1.7816,-97,5.0,0.4166666666666667,0.0,0.0,0.0
1540,0,68,40,100,-94,0,0,0,0,1.7841,-94,5.0,0.4166666666666667,0.0,0.0,0.0
1545,0,68,40,99,-91,0,0,1488,1488,1.7866,1397,158.5,13.208333333333334,832.8668980185828,8792159.999999998,297.7675243009757
1550,0,68,40,101,-97,0,0,1484,1484,1.7816,1387,158.5,13.208333333333334,832.9591378536147,8792159.999999998,296.9341885674568
1555,0,68,40,103,-103,0,0,1480,1480,1.7766,1377,158.5,13.208333333333334,833.0518968816841,8792159.999999998,296.10085283393784
1560,0,68,40,105,-108,0,0,1476,1476,1.7716,1368,158.5,13.208333333333334,833.1451794987581,8792159.999999998,295.26751710041896
1565,0,68,40,107,-114,0,0,1472,1472,1.7666,1358,158.5,13.208333333333334,833.2389901505718,8792159.999999998,294.4341813669
1570,0,68,40,109,-120,0,0,1468,1468,1.7616,1348,158.5,13.208333333333334,833.3333333333333,8792159.999999998,293.60084563338114
1575,0,68,40,111,-126,0,0,1463,1463,1.7566,1337,158.5,13.208333333333334,832.858932027781,8792159.999999998,292.7675098998622
1580,0,68,40,113,-132,0,0,1459,1459,1.7516,1327,158.5,13.208333333333334,832.9527289335465,8792159.999999998,291.9341741663433
1585,0,68,40,115,-138,0,0,1455,1455,1.7466,1317,158.5,13.208333333333334,833.0470628649949,8792159.999999998,291.10083843282445
1590,0,68,40,117,-144,0,0,1451,1451,1.7416,1307,158.5,13.208333333333334,833.1419384474046,8792159.999999998,290.26750269930557
1595,0,68,40,119,-150,0,0,1447,1447,1.7366000000000001,1297,158.5,13.208333333333334,833.2373603593228,8792159.999999998,289.4341669657867
1600,0,68,40,121,-155,0,0,1443,1443,1.7316,1288,158.5,13.208333333333334,833.3333333333334,8792159.999999998,288.6008312322677
1605,0,68,40,123,-161,0,0,1438,1438,1.7266,1277,158.5,13.208333333333334,832.8506892157999,8792159.999999998,287.76749549874876
1610,0,68,40,125,-167,0,0,1434,1434,1.7216,1267,158.5,13.208333333333334,832.946096654275,8792159.999999998,286.9341597652299
1615,0,68,40,127,-173,0,0,1430,1430,1.7166000000000001,1257,158.5,13.208333333333334,833.0420598858208,8792159.999999998,286.100824031711
1620,0,68,40,129,-179,0,0,1426,1426,1.7116,1247,158.5,13.208333333333334,833.1385837812574,8792159.999999998,285.26748829819206
1625,0,68,40,131,-185,0,0,1422,1422,1.7066,1237,158.5,13.208333333333334,833.2356732684871,8792159.999999998,284.4341525646732
1630,0,68,40,133,-191,0,0,1418,1418,1.7016,1227,158.5,13.208333333333334,833.3333333333334,8792159.999999998,283.6008168311543
1635,0,68,40,135,-197,0,0,0,0,1.6966,-197,5.0,0.4166666666666667,0.0,0.0,0.0
1640,0,68,40,134,-194,0,0,0,0,1.6991,-194,5.0,0.4166666666666667,0.0,0.0,0.0
1645,0,68,40,133,-191,0,0,0,0,1.7016,-191,5.0,0.4166666666666667,0.0,0.0,0.0
1650,0,68,40,132,-188,0,0,0,0,1.7041,-188,5.0,0.4166666666666667,0.0,0.0,0.0
1655,0,68,40,131,-185,0,0,0,0,1.7066,-185,5.0,0.4166666666666667,0.0,0.0,0.0
1660,0,68,40,130,-182,0,0,0,0,1.7091,-182,5.0,0.4166666666666667,0.0,0.0,0.0
1665,0,68,40,129,-179,0,0,0,0,1.7116,-179,5.0,0.4166666666666667,0.0,0.0,0.0
1670,0,68,40,128,-176,0,0,0,0,1.7141,-176,5.0,0.4166666666666667,0.0,0.0,0.0
1675,0,68,40,127,-173,0,0,0,0,1.7166000000000001,-173,5.0,0.4166666666666667,0.0,0.0,0.0
1680,0,68,40,126,-170,0,0,0,0,1.7191,-170,5.0,0.4166666666666667,0.0,0.0,0.0
1685,0,68,40,125,-167,0,0,0,0,1.7216,-167,5.0,0.4166666666666667,0.0,0.0,0.0
1690,0,68,40,124,-164,0,0,0,0,1.7241,-164,5.0,0.4166666666666667,0.0,0.0,0.0
1695,0,68,40,123,-161,0,0,0,0,1.7266,-161,5.0,0.4166666666666667,0.0,0.0,0.0
1700,0,68,40,122,-158,0,0,0,0,1.7291,-158,5.0,0.4166666666666667,0.0,0.0,0.0
1705,0,68,40,121,-155,0,0,0,0,1.7316,-155,5.0,0.4166666666666667,0.0,0.0,0.0
1710,0,68,40,120,-153,0,0,0,0,1.7341,-153,5.0,0.4166666666666667,0.0,0.0,0.0
1715,0,68,40,119,-150,0,0,0,0,1.7366000000000001,-150,5.0,0.4166666666666667,0.0,0.0,0.0
1720,0,68,40,118,-147,0,0,0,0,1.7391,-147,5.0,0.4166666666666667,0.0,0.0,0.0
1725,0,68,40,117,-144,0,0,0,0,1.7416,-144,5.0,0.4166666666666667,0.0,0.0,0.0
1730,0,68,40,116,-141,0,0,0,0,1.7441,-141,5.0,0.4166666666666667,0.0,0.0,0.0
1735,0,68,40,115,-138,0,0,0,0,1.7466,-138,5.0,0.4166666666666667,0.0,0.0,0.0
1740,0,68,40,114,-135,0,0,0,0,1.7490999999999999,-135,5.0,0.4166666666666667,0.0,0.0,0.0
1745,0,68,40,113,-132,0,0,0,0,1.7516,-132,5.0,0.4166666666666667,0.0,0.0,0.0
1750,0,68,40,112,-129,0,0,0,0,1.7541,-129,5.0,0.4166666666666667,0.0,0.0,0.0
1755,0,68,40,111,-126,0,0,0,0,1.7566,-126,5.0,0.4166666666666667,0.0,0.0,0.0
1760,0,68,40,110,-123,0,0,0,0,1.7591,-123,5.0,0.4166666666666667,0.0,0.0,0.0
1765,0,68,40,109,-120,0,0,0,0,1.7616,-120,5.0,0.4166666666666667,0.0,0.0,0.0
1770,0,68,40,108,-117,0,0,0,0,1.7641,-117,5.0,0.4166666666666667,0.0,0.0,0.0
1775,0,68,40,107,-114,0,0,0,0,1.7666,-114,5.0,0.4166666666666667,0.0,0.0,0.0
1780,0,68,40,106,-111,0,0,0,0,1.7691,-111,5.0,0.4166666666666667,0.0,0.0,0.0
1785,0,68,40,105,-108,0,0,0,0,1.7716,-108,5.0,0.4166666666666667,0.0,0.0,0.0
1790,0,68,40,104,-105,0,0,0,0,1.7741,-105,5.0,0.4166666666666667,0.0,0.0,0.0
1795,0,68,40,103,-103,0,0,0,0,1.7766,-103,5.0,0.4166666666666667,0.0,0.0,0.0
1800,0,68,40,102,-100,0,0,0,0,1.7791000000000001,-100,5.0,0.4166666666666667,0.0,0.0,0.0
1805,0,68,40,101,-97,0,0,0,0,1.7816,-97,5.0,0.4166666666666667,0.0,0.0,0.0
1810,0,68,40,100,-94,0,0,0,0,1.7841,-94,5.0,0.4166666666666667,0.0,0.0,0.0
1815,0,68,40,99,-91,0,0,1488,1488,1.7866,1397,158.5,13.208333333333334,832.8668980185828,8792159.999999998,297.7675243009757
1820,0,68,40,101,-97,0,0,1484,1484,1.7816,1387,158.5,13.208333333333334,832.9591378536147,8792159.999999998,296.9341885674568
1825,0,68,40,103,-103,0,0,1480,1480,1.7766,1377,158.5,13.208333333333334,833.0518968816841,8792159.999999998,296.10085283393784
1830,0,68,40,105,-108,0,0,1476,1476,1.7716,1368,158.5,13.208333333333334,833.1451794987581,8792159.999999998,295.26751710041896
1835,0,68,40,107,-114,0,0,1472,1472,1.7666,1358,158.5,13.208333333333334,833.2389901505718,8792159.999999998,294.4341813669
1840,0,68,40,109,-120,0,0,1468,1468,1.7616,1348,158.5,13.208333333333334,833.3333333333333,8792159.999999998,293.60084563338114
1845,-1,68,40,111,-126,589,0,1463,1463,1.7566,1926,158.5,13.208333333333334,832.858932027781,8792159.999999998,292.7675098998622
1850,1,68,40,114,-135,-614,0,1457,1457,1.7490999999999999,708,158.5,13.208333333333334,832.99982848322,8792159.999999998,291.51750629958383
1855,0,68,40,115,-138,0,0,1455,1455,1.7466,1317,158.5,13.208333333333334,833.0470628649949,8792159.999999998,291.10083843282445
1860,-4,68,40,117,-144,2556,0,1451,1451,1.7416,3863,158.5,13.208333333333334,833.1419384474046,8792159.999999998,290.26750269930557
1865,8,68,40,123,-161,-5511,0,1438,1438,1.7266,-4234,158.5,13.208333333333334,832.8506892157999,8792159.999999998,287.76749549874876
1870,0,68,40,116,-141,0,0,1453,1453,1.7441,1312,158.5,13.208333333333334,833.0944326586779,8792159.999999998,290.68417056606495
1875,0,68,40,118,-147,0,0,1449,1449,1.7391,1302,158.5,13.208333333333334,833.1895808176643,8792159.999999998,289.85083483254607
1880,0,68,40,120,-153,0,0,1445,1445,1.7341,1292,158.5,13.208333333333334,833.2852776656479,8792159.999999998,289.01749909902713
1885,0,68,40,122,-158,0,0,1440,1440,1.7291,1282,158.5,13.208333333333334,832.8031924122375,8792159.999999998,288.18416336550825
1890,0,68,40,124,-164,0,0,1436,1436,1.7241,1272,158.5,13.208333333333334,832.8983237631228,8792159.999999998,287.3508276319894
1895,0,68,40,126,-170,0,0,1432,1432,1.7191,1262,158.5,13.208333333333334,832.994008492816,8792159.999999998,286.5174918984705
1900,0,68,40,128,-176,0,0,1428,1428,1.7141,1252,158.5,13.208333333333334,833.0902514439065,8792159.999999998,285.6841561649515
1905,0,68,40,130,-182,0,0,1424,1424,1.7091,1242,158.5,13.208333333333334,833.1870575156515,8792159.999999998,284.8508204314326
1910,0,68,40,132,-188,0,0,1420,1420,1.7041,1232,158.5,13.208333333333334,833.2844316648084,8792159.999999998,284.0174846979137
1915,0,68,40,134,-194,0,0,1415,1415,1.6991,1221,158.5,13.208333333333334,832.7938320287211,8792159.999999998,283.1841489643948
1920,0,68,40,136,-200,0,0,0,0,1.6941,-200,5.0,0.4166666666666667,0.0,0.0,0.0
1925,0,68,40,135,-197,0,0,0,0,1.6966,-197,5.0,0.4166666666666667,0.0,0.0,0.0
1930,0,68,40,134,-194,0,0,0,0,1.6991,-194,5.0,0.4166666666666667,0.0,0.0,0.0
1935,3,68,40,133,-191,-2315,0,0,0,1.7016,-2506,5.0,0.4166666666666667,0.0,0.0,0.0
1940,0,68,40,128,-176,0,0,0,0,1.7141,-176,5.0,0.4166666666666667,0.0,0.0,0.0
1945,13,68,40,127,-173,-9388,0,0,0,1.7166000000000001,-9561,5.0,0.4166666666666667,0.0,0.0,0.0
1950,0,68,40,111,-126,0,0,0,0,1.7566,-126,5.0,0.4166666666666667,0.0,0.0,0.0
1955,0,68,40,110,-123,0,0,0,0,1.7591,-123,5.0,0.4166666666666667,0.0,0.0,0.0
1960,0,68,40,109,-120,0,0,0,0,1.7616,-120,5.0,0.4166666666666667,0.0,0.0,0.0
1965,0,68,40,108,-117,0,0,0,0,1.7641,-117,5.0,0.4166666666666667,0.0,0.0,0.0
1970,0,68,40,107,-114,0,0,0,0,1.7666,-114,5.0,0.4166666666666667,0.0,0.0,0.0
1975,0,68,40,106,-111,0,0,0,0,1.7691,-111,5.0,0.4166666666666667,0.0,0.0,0.0
1980,0,68,40,105,-108,0,0,0,0,1.7716,-108,5.0,0.4166666666666667,0.0,0.0,0.0
1985,0,68,40,104,-105,0,0,0,0,1.7741,-105,5.0,0.4166666666666667,0.0,0.0,0.0
1990,0,68,40,103,-103,0,0,0,0,1.7766,-103,5.0,0.4166666666666667,0.0,0.0,0.0
1995,0,68,40,102,-100,0,0,0,0,1.7791000000000001,-100,5.0,0.4166666666666667,0.0,0.0,0.0
2000,0,68,40,101,-97,0,0,0,0,1.7816,-97,5.0,0.4166666666666667,0.0,0.0,0.0
2005,0,68,40,100,-94,0,0,0,0,1.7841,-94,5.0,0.4166666666666667,0.0,0.0,0.0
2010,0,68,40,99,-91,0,0,1488,1488,1.7866,1397,158.5,13.208333333333334,832.8668980185828,8792159.999999998,297.7675243009757
2015,0,68,40,101,-97,0,0,1484,1484,1.7816,1387,158.5,13.208333333333334,832.9591378536147,8792159.999999998,296.9341885674568
2020,0,68,40,103,-103,0,0,1480,1480,1.7766,1377,158.5,13.208333333333334,833.0518968816841,8792159.999999998,296.10085283393784
2025,0,68,40,105,-108,0,0,1476,1476,1.7716,1368,158.5,13.208333333333334,833.1451794987581,8792159.999999998,295.26751710041896
2030,0,68,40,107,-114,0,0,1472,1472,1.7666,1358,158.5,13.208333333333334,833.2389901505718,8792159.999999998,294.4341813669
2035,0,68,40,109,-120,0,0,1468,1468,1.7616,1348,158.5,13.208333333333334,833.3333333333333,8792159.999999998,293.60084563338114
2040,0,68,40,111,-126,0,0,1463,1463,1.7566,1337,158.5,13.208333333333334,832.858932027781,8792159.999999998,292.7675098998622
2045,0,68,40,113,-132,0,0,1459,1459,1.7516,1327,158.5,13.208333333333334,832.9527289335465,8792159.999999998,291.9341741663433
2050,0,68,40,115,-138,0,0,1455,1455,1.7466,1317,158.5,13.208333333333334,833.0470628649949,8792159.999999998,291.10083843282445
2055,0,68,40,117,-144,0,0,1451,1451,1.7416,1307,158.5,13.208333333333334,833.1419384474046,8792159.999999998,290.26750269930557
2060,0,68,40,119,-150,0,0,1447,1447,1.7366000000000001,1297,158.5,13.208333333333334,833.2373603593228,8792159.999999998,289.4341669657867
2065,0,68,40,121,-155,0,0,1443,1443,1.7316,1288,158.5,13.208333333333334,833.3333333333334,8792159.999999998,288.6008312322677
2070,0,68,40,123,-161,0,0,1438,1438,1.7266,1277,158.5,13.208333333333334,832.8506892157999,8792159.999999998,287.76749549874876
2075,0,68,40,125,-167,0,0,1434,1434,1.7216,1267,158.5,13.208333333333334,832.946096654275,8792159.999999998,286.9341597652299
2080,0,68,40,127,-173,0,0,1430,1430,1.7166000000000001,1257,158.5,13.208333333333334,833.0420598858208,8792159.999999998,286.100824031711
2085,0,68,40,129,-179,0,0,1426,1426,1.7116,1247,158.5,13.208333333333334,833.1385837812574,8792159.999999998,285.26748829819206
2090,0,68,40,131,-185,0,0,1422,1422,1.7066,1237,158.5,13.208333333333334,833.2356732684871,8792159.999999998,284.4341525646732
2095,0,68,40,133,-191,0,0,1418,1418,1.7016,1227,158.5,13.208333333333334,833.3333333333334,8792159.999999998,283.6008168311543
2100,0,68,40,135,-197,0,0,0,0,1.6966,-197,5.0,0.4166666666666667,0.0,0.0,0.0
2105,0,68,40,134,-194,0,0,0,0,1.6991,-194,5.0,0.4166666666666667,0.0,0.0,0.0
2110,0,68,40,133,-191,0,0,0,0,1.7016,-191,5.0,0.4166666666666667,0.0,0.0,0.0
2115,0,68,40,132,-188,0,0,0,0,1.7041,-188,5.0,0.4166666666666667,0.0,0.0,0.0
2120,0,68,40,131,-185,0,0,0,0,1.7066,-185,5.0,0.4166666666666667,0.0,0.0,0.0
2125,0,68,40,130,-182,0,0,0,0,1.7091,-182,5.0,0.4166666666666667,0.0,0.0,0.0
2130,0,68,40,129,-179,0,0,0,0,1.7116,-179,5.0,0.4166666666666667,0.0,0.0,0.0
2135,0,68,40,128,-176,0,0,0,0,1.7141,-176,5.0,0.4166666666666667,0.0,0.0,0.0
2140,0,68,40,127,-173,0,0,0,0,1.7166000000000001,-173,5.0,0.4166666666666667,0.0,0.0,0.0
2145,0,68,40,126,-170,0,0,0,0,1.7191,-170,5.0,0.4166666666666667,0.0,0.0,0.0
2150,0,68,40,125,-167,0,0,0,0,1.7216,-167,5.0,0.4166666666666667,0.0,0.0,0.0
2155,0,68,40,124,-164,0,0,0,0,1.7241,-164,5.0,0.4166666666666667,0.0,0.0,0.0
2160,0,68,40,123,-161,0,0,0,0,1.7266,-161,5.0,0.4166666666666667,0.0,0.0,0.0
2165,-1,68,40,122,-158,680,0,0,0,1.7291,522,5.0,0.4166666666666667,0.0,0.0,0.0
2170,3,68,40,122,-158,-2042,0,0,0,1.7291,-2200,5.0,0.4166666666666667,0.0,0.0,0.0
2175,3,68,40,118,-147,-1942,0,0,0,1.7391,-2089,5.0,0.4166666666666667,0.0,0.0,0.0
2180,0,68,40,114,-135,0,0,0,0,1.7490999999999999,-135,5.0,0.4166666666666667,0.0,0.0,0.0
2185,0,68,40,113,-132,0,0,0,0,1.7516,-132,5.0,0.4166666666666667,0.0,0.0,0.0
2190,0,68,40,112,-129,0,0,0,0,1.7541,-129,5.0,0.4166666666666667,0.0,0.0,0.0
2195,0,68,40,111,-126,0,0,0,0,1.7566,-126,5.0,0.4166666666666667,0.0,0.0,0.0
2200,0,68,40,110,-123,0,0,0,0,1.7591,-123,5.0,0.4166666666666667,0.0,0.0,0.0
2205,0,68,40,109,-120,0,0,0,0,1.7616,-120,5.0,0.4166666666666667,0.0,0.0,0.0
2210,0,68,40,108,-117,0,0,0,0,1.7641,-117,5.0,0.4166666666666667,0.0,0.0,0.0
2215,0,68,40,107,-114,0,0,0,0,1.7666,-114,5.0,0.4166666666666667,0.0,0.0,0.0
2220,0,68,40,106,-111,0,0,0,0,1.7691,-111,5.0,0.4166666666666667,0.0,0.0,0.0
2225,0,68,40,105,-108,0,0,0,0,1.7716,-108,5.0,0.4166666666666667,0.0,0.0,0.0
2230,0,68,40,104,-105,0,0,0,0,1.7741,-105,5.0,0.4166666666666667,0.0,0.0,0.0
2235,0,68,40,103,-103,0,0,0,0,1.7766,-103,5.0,0.4166666666666667,0.0,0.0,0.0
2240,0,68,40,102,-100,0,0,0,0,1.7791000000000001,-100,5.0,0.4166666666666667,0.0,0.0,0.0
2245,0,68,40,101,-97,0,0,0,0,1.7816,-97,5.0,0.4166666666666667,0.0,0.0,0.0
2250,0,68,40,100,-94,0,0,0,0,1.7841,-94,5.0,0.4166666666666667,0.0,0.0,0.0
2255,0,68,40,99,-91,0,0,1488,1488,1.7866,1397,158.5,13.208333333333334,832.8668980185828,8792159.999999998,297.7675243009757
2260,0,68,40,101,-97,0,0,1484,1484,1.7816,1387,158.5,13.208333333333334,832.9591378536147,8792159.999999998,296.9341885674568
2265,0,68,40,103,-103,0,0,1480,1480,1.7766,1377,158.5,13.208333333333334,833.0518968816841,8792159.999999998,296.10085283393784
2270,0,68,40,105,-108,0,0,1476,1476,1.7716,1368,158.5,13.208333333333334,833.1451794987581,8792159.999999998,295.26751710041896
2275,0,68,40,107,-114,0,0,1472,1472,1.7666,1358,158.5,13.208333333333334,833.2389901505718,8792159.999999998,294.4341813669
2280,0,68,40,109,-120,0,0,1468,1468,1.7616,1348,158.5,13.208333333333334,833.3333333333333,8792159.999999998,293.60084563338114
2285,0,68,40,111,-126,0,0,1463,1463,1.7566,1337,158.5,13.208333333333334,832.858932027781,8792159.999999998,292.7675098998622
2290,0,68,40,113,-132,0,0,1459,1459,1.7516,1327,158.5,13.208333333333334,832.9527289335465,8792159.999999998,291.9341741663433
2295,0,68,40,115,-138,0,0,1455,1455,1.7466,1317,158.5,13.208333333333334,833.0470628649949,8792159.999999998,291.10083843282445
2300,0,68,40,117,-144,0,0,1451,1451,1.7416,1307,158.5,13.208333333333334,833.1419384474046,8792159.999999998,290.26750269930557
2305,0,68,40,119,-150,0,0,1447,1447,1.7366000000000001,1297,158.5,13.208333333333334,833.2373603593228,8792159.999999998,289.4341669657867
2310,0,68,40,121,-155,0,0,1443,1443,1.7316,1288,158.5,13.208333333333334,833.3333333333334,8792159.999999998,288.6008312322677
2315,0,68,40,123,-161,0,0,1438,1438,1.7266,1277,158.5,13.208333333333334,832.8506892157999,8792159.999999998,287.76749549874876
