Time (min),Hot Water Draw Volume (gal),Inlet Water Temperature (deg F),Ambient Temperature (deg F),Tank Temperature (deg F),Jacket Losses (Btu),Energy Withdrawn (Btu),Energy Added Backup (Btu),Energy Added Heat Pump (Btu),Energy Added Total (Btu),COP Gas,Total Energy Change (Btu),Timestep (min)
301375,0.5134159562399999,54.5285,68,0,0,0,0,0,0,0,0,5
301380,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301385,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301390,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301395,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301400,2.7177036914880004,54.5285,68,0,0,0,0,0,0,0,0,5
301405,0.12179458641600002,54.5285,68,0,0,0,0,0,0,0,0,5
301410,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301415,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301420,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301425,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301430,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301435,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301440,0.055938428639999996,54.5285,68,0,0,0,0,0,0,0,0,5
301445,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301450,0.15758049456,54.5285,68,0,0,0,0,0,0,0,0,5
301455,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301460,0.11690602199999998,54.5285,68,0,0,0,0,0,0,0,0,5
301465,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301470,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301475,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301480,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301485,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301490,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301495,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301500,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301505,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301510,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301515,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301520,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301525,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301530,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301535,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301540,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301545,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301550,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301555,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301560,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301565,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301570,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301575,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301580,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301585,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301590,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301595,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301600,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301605,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301610,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301615,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301620,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301625,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301630,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301635,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301640,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301645,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301650,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301655,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301660,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301665,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301670,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301675,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301680,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301685,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301690,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301695,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301700,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301705,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301710,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301715,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301720,0.050821032960000005,54.5285,68,0,0,0,0,0,0,0,0,5
301725,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301730,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301735,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301740,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301745,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301750,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301755,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301760,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301765,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301770,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301775,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301780,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301785,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301790,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301795,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301800,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301805,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301810,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301815,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301820,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301825,-11.499693770751383,48.9095,68,0,0,0,0,0,0,0,0,5
301830,8.984135758366833,48.9095,68,0,0,0,0,0,0,0,0,5
301835,8.984135758366833,48.9095,68,0,0,0,0,0,0,0,0,5
301840,22.476510840318124,48.9095,68,0,0,0,0,0,0,0,0,5
301845,0.07111415375999998,54.5285,68,0,0,0,0,0,0,0,0,5
301850,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301855,0.09149550551999996,54.5285,68,0,0,0,0,0,0,0,0,5
301860,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301865,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301870,0.5387433648480001,54.5285,68,0,0,0,0,0,0,0,0,5
301875,1.1522678759999998,54.5285,68,0,0,0,0,0,0,0,0,5
301880,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301885,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301890,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301895,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301900,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301905,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301910,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301915,2.9055616361279992,54.5285,68,0,0,0,0,0,0,0,0,5
301920,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301925,2.7878968278719998,54.5285,68,0,0,0,0,0,0,0,0,5
301930,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301935,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301940,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301945,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301950,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301955,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301960,0.42192045071999995,54.5285,68,0,0,0,0,0,0,0,0,5
301965,0.8022380114879999,54.5285,68,0,0,0,0,0,0,0,0,5
301970,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301975,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301980,0.0,0.0,68,0,0,0,0,0,0,0,0,5
301985,0.09149550551999996,54.5285,68,0,0,0,0,0,0,0,0,5
301990,1.142833994064,54.5285,68,0,0,0,0,0,0,0,0,5
301995,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302000,0.5987557869119999,54.5285,68,0,0,0,0,0,0,0,0,5
302005,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302010,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302015,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302020,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302025,2.1635819549279995,54.5285,68,0,0,0,0,0,0,0,0,5
302030,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302035,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302040,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302045,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302050,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302055,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302060,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302065,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302070,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302075,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302080,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302085,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302090,0.26416349424,54.5285,68,0,0,0,0,0,0,0,0,5
302095,0.2135189232,54.5285,68,0,0,0,0,0,0,0,0,5
302100,0.944699704128,54.5285,68,0,0,0,0,0,0,0,0,5
302105,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302110,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302115,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302120,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302125,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302130,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302135,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302140,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302145,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302150,2.2510609594560003,54.5285,68,0,0,0,0,0,0,0,0,5
302155,2.7423838833120002,54.5285,68,0,0,0,0,0,0,0,0,5
302160,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302165,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302170,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302175,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302180,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302185,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302190,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302195,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302200,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302205,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302210,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302215,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302220,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302225,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302230,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302235,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302240,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302245,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302250,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302255,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302260,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302265,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302270,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302275,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302280,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302285,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302290,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302295,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302300,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302305,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302310,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302315,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302320,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302325,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302330,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302335,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302340,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302345,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302350,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302355,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302360,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302365,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302370,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302375,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302380,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302385,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302390,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302395,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302400,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302405,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302410,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302415,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302420,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302425,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302430,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302435,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302440,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302445,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302450,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302455,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302460,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302465,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302470,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302475,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302480,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302485,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302490,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302495,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302500,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302505,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302510,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302515,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302520,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302525,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302530,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302535,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302540,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302545,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302550,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302555,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302560,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302565,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302570,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302575,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302580,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302585,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302590,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302595,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302600,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302605,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302610,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302615,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302620,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302625,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302630,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302635,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302640,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302645,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302650,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302655,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302660,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302665,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302670,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302675,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302680,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302685,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302690,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302695,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302700,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302705,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302710,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302715,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302720,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302725,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302730,0.23795776065600005,54.49549999999999,68,0,0,0,0,0,0,0,0,5
302735,0.4429808962559999,54.49549999999999,68,0,0,0,0,0,0,0,0,5
302740,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302745,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302750,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302755,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302760,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302765,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302770,4.488210428179191,54.49549999999999,68,0,0,0,0,0,0,0,0,5
302775,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302780,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302785,0.11639655935999997,54.49549999999999,68,0,0,0,0,0,0,0,0,5
302790,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302795,0.550793437056,54.49549999999999,68,0,0,0,0,0,0,0,0,5
302800,0.037692266111999995,54.49549999999999,68,0,0,0,0,0,0,0,0,5
302805,0.06983793561599999,54.49549999999999,68,0,0,0,0,0,0,0,0,5
302810,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302815,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302820,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302825,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302830,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302835,7.847594970898097,54.49549999999999,68,0,0,0,0,0,0,0,0,5
302840,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302845,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302850,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302855,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302860,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302865,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302870,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302875,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302880,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302885,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302890,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302895,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302900,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302905,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302910,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302915,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302920,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302925,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302930,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302935,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302940,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302945,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302950,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302955,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302960,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302965,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302970,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302975,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302980,0.25654887777600005,54.49549999999999,68,0,0,0,0,0,0,0,0,5
302985,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302990,0.0,0.0,68,0,0,0,0,0,0,0,0,5
302995,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303000,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303005,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303010,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303015,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303020,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303025,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303030,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303035,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303040,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303045,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303050,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303055,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303060,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303065,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303070,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303075,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303080,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303085,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303090,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303095,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303100,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303105,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303110,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303115,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303120,0.20059621833599994,54.49549999999999,68,0,0,0,0,0,0,0,0,5
303125,0.046558623743999994,54.49549999999999,68,0,0,0,0,0,0,0,0,5
303130,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303135,0.363731847984,54.49549999999999,68,0,0,0,0,0,0,0,0,5
303140,0.26590989801600007,54.49549999999999,68,0,0,0,0,0,0,0,0,5
303145,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303150,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303155,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303160,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303165,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303170,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303175,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303180,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303185,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303190,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303195,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303200,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303205,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303210,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303215,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303220,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303225,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303230,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303235,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303240,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303245,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303250,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303255,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303260,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303265,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303270,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303275,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303280,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303285,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303290,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303295,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303300,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303305,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303310,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303315,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303320,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303325,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303330,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303335,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303340,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303345,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303350,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303355,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303360,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303365,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303370,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303375,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303380,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303385,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303390,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303395,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303400,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303405,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303410,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303415,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303420,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303425,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303430,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303435,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303440,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303445,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303450,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303455,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303460,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303465,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303470,0.40583793902399995,54.49549999999999,68,0,0,0,0,0,0,0,0,5
303475,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303480,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303485,0.18677640384,54.49549999999999,68,0,0,0,0,0,0,0,0,5
303490,0.303025532112,54.49549999999999,68,0,0,0,0,0,0,0,0,5
303495,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303500,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303505,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303510,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303515,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303520,0.49040475264000005,54.49549999999999,68,0,0,0,0,0,0,0,0,5
303525,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303530,0.027967506624,54.49549999999999,68,0,0,0,0,0,0,0,0,5
303535,0.19629965519999998,54.49549999999999,68,0,0,0,0,0,0,0,0,5
303540,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303545,0.0,0.0,68,0,0,0,0,0,0,0,0,5
303550,0.0,0.0,68,0,0,0,0,0,0,0,0,5
