Time (min),Hot Water Draw Volume (gal),Ambient Temperature (deg F),Inlet Water Temperature (deg F),Tank Temperature (deg F),Jacket Losses (Btu),Energy Withdrawn (Btu),Energy Added Backup (Btu),Energy Added Heat Pump (Btu),Energy Added Total (Btu),COP Gas,Tank Temperature (deg C),Time Step (min),Total Energy Change (Btu),Elec Energy Demand (Watts),Electric Usage (W-hrs),Gas Usage (Btu)
6040,0.0,68,40,125.46819019158184,-111.77108648751012,-0.0,0.0,0.0,0.0,0.0,51.926772328656575,5.0,-111.77108648751012,5.0,0.41666666666666663,0.0
6045,0.0,68,40,125.2837404546306,-111.41234633173616,-0.0,0.0,0.0,0.0,0.0,51.824300252572556,5.0,-111.41234633173616,5.0,0.41666666666666663,0.0
6050,0.0,68,40,125.09988272702137,-111.05475758732814,-0.0,0.0,0.0,0.0,0.0,51.72215707056743,5.0,-111.05475758732814,5.0,0.41666666666666663,0.0
6055,0.0,68,40,124.91661510864266,-110.69831655871947,-0.0,0.0,0.0,0.0,0.0,51.6203417270237,5.0,-110.69831655871947,5.0,0.41666666666666663,0.0
6060,0.0,68,40,124.7339357054816,-110.34301956220482,-0.0,0.0,0.0,0.0,0.0,51.518853169711996,5.0,-110.34301956220482,5.0,0.41666666666666663,0.0
6065,0.0,68,40,124.55184262960434,-109.98886292590213,-0.0,0.0,0.0,0.0,0.0,51.41769034978019,5.0,-109.98886292590213,5.0,0.41666666666666663,0.0
6070,0.0,68,40,124.37033399913652,-109.63584298971455,-0.0,0.0,0.0,0.0,0.0,51.31685222174251,5.0,-109.63584298971455,5.0,0.41666666666666663,0.0
6075,0.0,68,40,124.18940793824383,-109.28395610529265,-0.0,0.0,0.0,0.0,0.0,51.21633774346879,5.0,-109.28395610529265,5.0,0.41666666666666663,0.0
6080,0.0,68,40,124.00906257711267,-108.93319863599679,-0.0,0.0,0.0,0.0,0.0,51.116145876173704,5.0,-108.93319863599679,5.0,0.41666666666666663,0.0
6085,0.0,68,40,123.82929605193075,-108.58356695685943,-0.0,0.0,916.015448755994,916.015448755994,1.7190454578234207,51.016275584405975,5.0,807.4318817991347,158.5,13.208333333333332,532.8628423333332
6090,0.0,68,40,125.16175691353773,-111.17509798832928,-0.0,0.0,914.2088451562036,914.2088451562036,1.7156550851866652,51.75653161863207,5.0,803.0337471678743,158.5,13.208333333333332,532.8628423333333
6095,0.0,68,40,126.48695977308616,-113.7525127796129,-0.0,0.0,912.4120822451895,912.4120822451895,1.7122831801329252,52.492755429492306,5.0,798.6595694655766,158.5,13.208333333333332,532.8628423333333
6100,0.0,68,40,127.8049441653912,-116.31588822280015,-0.0,0.0,910.6251064200726,910.6251064200726,1.7089296420680602,53.22496898077289,5.0,794.3092181972725,158.5,13.208333333333332,532.8628423333333
6105,0.0,68,40,129.11574940991932,-118.86530079114469,-0.0,0.0,908.847864369951,908.847864369951,1.705594370945872,53.953194116621845,5.0,789.9825635788063,158.5,13.208333333333332,532.8628423333333
6110,0.0,68,40,130.41941461196117,-121.40082654134524,-0.0,0.0,907.0803030743117,907.0803030743117,1.7022772672651212,54.67745256220065,5.0,785.6794765329664,158.5,13.208333333333332,532.8628423333332
6115,0.0,68,40,131.71597866379838,-123.92254111581467,-0.0,0.0,905.3223698014475,905.3223698014475,1.6989782320665576,55.39776592433243,5.0,781.3998286856329,158.5,13.208333333333332,532.8628423333333
6120,0.0,68,40,133.00548024586374,-126.4305197449367,-0.0,0.0,903.5740121068841,903.5740121068841,1.695697166929969,56.11415569214652,5.0,777.1434923619474,158.5,13.208333333333332,532.8628423333333
6125,0.0,68,40,134.28795782789518,-128.92483724931023,-0.0,0.0,901.835177831816,901.835177831816,1.6924339739712446,56.826643237719544,5.0,772.9103405825058,158.5,13.208333333333332,532.8628423333333
6130,0.0,68,40,135.56344967008343,-131.40556804198133,-0.0,0.0,900.1058151015502,900.1058151015502,1.6891885558394546,57.53524981671301,5.0,768.7002470595689,158.5,13.208333333333332,532.8628423333332
6135,0.0,68,40,136.83199382421344,-133.87278613066337,-0.0,0.0,0.0,0.0,0.0,58.23999656900747,5.0,-133.87278613066337,5.0,0.41666666666666663,0.0
6140,0.0,68,40,136.61107085600474,-133.44310842366733,-0.0,0.0,0.0,0.0,0.0,58.1172615866693,5.0,-133.44310842366733,5.0,0.41666666666666663,0.0
6145,0.0,68,40,136.39085696151557,-133.01480980899638,-0.0,0.0,0.0,0.0,0.0,57.994920534175314,5.0,-133.01480980899638,5.0,0.41666666666666663,0.0
6150,0.0,68,40,136.17134986490493,-132.58788586031974,-0.0,0.0,0.0,0.0,0.0,57.8729721471694,5.0,-132.58788586031974,5.0,0.41666666666666663,0.0
6155,0.0,68,40,135.95254729763641,-132.16233216551345,-0.0,0.0,0.0,0.0,0.0,57.75141516535356,5.0,-132.16233216551345,5.0,0.41666666666666663,0.0
6160,0.0,68,40,135.7344469984547,-131.73814432661464,-0.0,0.0,0.0,0.0,0.0,57.630248332474835,5.0,-131.73814432661464,5.0,0.41666666666666663,0.0
6165,0.0,68,40,135.51704671336216,-131.31531795977622,-0.0,0.0,0.0,0.0,0.0,57.50947039631231,5.0,-131.31531795977622,5.0,0.41666666666666663,0.0
6170,0.0,68,40,135.30034419559559,-130.89384869522127,-0.0,0.0,0.0,0.0,0.0,57.38908010866421,5.0,-130.89384869522127,5.0,0.41666666666666663,0.0
6175,0.0,68,40,135.084337205603,-130.47373217719831,-0.0,0.0,0.0,0.0,0.0,57.26907622533499,5.0,-130.47373217719831,5.0,0.41666666666666663,0.0
6180,0.0,68,40,134.86902351102046,-130.05496406393598,-0.0,0.0,0.0,0.0,0.0,57.149457506122474,5.0,-130.05496406393598,5.0,0.41666666666666663,0.0
6185,0.0,68,40,134.65440088664903,-129.63754002759825,-0.0,0.0,0.0,0.0,0.0,57.030222714805014,5.0,-129.63754002759825,5.0,0.41666666666666663,0.0
6190,0.0,68,40,134.44046711443175,-129.22145575423966,-0.0,0.0,0.0,0.0,0.0,56.91137061912875,5.0,-129.22145575423966,5.0,0.41666666666666663,0.0
6195,0.0,68,40,134.22721998343076,-128.80670694376093,-0.0,0.0,0.0,0.0,0.0,56.792899990794865,5.0,-128.80670694376093,5.0,0.41666666666666663,0.0
6200,0.0,68,40,134.01465728980438,-128.39328930986417,-0.0,0.0,0.0,0.0,0.0,56.674809605446875,5.0,-128.39328930986417,5.0,0.41666666666666663,0.0
6205,0.0,68,40,133.8027768367844,-127.98119858000895,-0.0,0.0,0.0,0.0,0.0,56.557098242658,5.0,-127.98119858000895,5.0,0.41666666666666663,0.0
6210,0.0,68,40,133.59157643465335,-127.57043049536782,-0.0,0.0,0.0,0.0,0.0,56.439764685918526,5.0,-127.57043049536782,5.0,0.41666666666666663,0.0
6215,0.0,68,40,133.38105390072184,-127.16098081078256,-0.0,0.0,0.0,0.0,0.0,56.32280772262324,5.0,-127.16098081078256,5.0,0.41666666666666663,0.0
6220,0.0,68,40,133.17120705930608,-126.7528452947202,-0.0,0.0,0.0,0.0,0.0,56.20622614405893,5.0,-126.7528452947202,5.0,0.41666666666666663,0.0
6225,0.0,68,40,132.96203374170534,-126.34601972922925,-0.0,0.0,0.0,0.0,0.0,56.09001874539185,5.0,-126.34601972922925,5.0,0.41666666666666663,0.0
6230,0.0,68,40,132.7535317861795,-125.94049990989609,-0.0,0.0,0.0,0.0,0.0,55.97418432565528,5.0,-125.94049990989609,5.0,0.41666666666666663,0.0
6235,0.07345269934099999,68,40,132.54569903792682,-125.53628164580171,-56.427729127165954,0.0,0.0,0.0,0.0,55.85872168773712,5.0,-181.96401077296767,5.0,0.41666666666666663,0.0
6240,0.0,68,40,132.2454137407501,-124.95225048334859,-0.0,0.0,0.0,0.0,0.0,55.69189652263895,5.0,-124.95225048334859,5.0,0.41666666666666663,0.0
6245,0.0,68,40,132.03921184670577,-124.55120410175411,-0.0,0.0,0.0,0.0,0.0,55.577339914836536,5.0,-124.55120410175411,5.0,0.41666666666666663,0.0
6250,0.0,68,40,131.83367177766388,-124.15144491746547,-0.0,0.0,0.0,0.0,0.0,55.46315098759104,5.0,-124.15144491746547,5.0,0.41666666666666663,0.0
6255,0.0,68,40,131.62879140943286,-123.75296879909806,-0.0,0.0,0.0,0.0,0.0,55.34932856079603,5.0,-123.75296879909806,5.0,0.41666666666666663,0.0
6260,0.0,68,40,131.42456862463888,-123.35577162852715,-0.0,0.0,0.0,0.0,0.0,55.235871458132706,5.0,-123.35577162852715,5.0,0.41666666666666663,0.0
6265,0.0,68,40,131.22100131270403,-122.95984930084553,-0.0,0.0,0.0,0.0,0.0,55.122778507057795,5.0,-122.95984930084553,5.0,0.41666666666666663,0.0
6270,0.0,68,40,131.01808736982454,-122.56519772432125,-0.0,0.0,0.0,0.0,0.0,55.01004853879141,5.0,-122.56519772432125,5.0,0.41666666666666663,0.0
6275,0.0,68,40,130.81582469894897,-122.17181282035503,-0.0,0.0,0.0,0.0,0.0,54.897680388304984,5.0,-122.17181282035503,5.0,0.41666666666666663,0.0
6280,0.0,68,40,130.61421120975658,-121.77969052343829,-0.0,0.0,0.0,0.0,0.0,54.78567289430921,5.0,-121.77969052343829,5.0,0.41666666666666663,0.0
6285,0.0,68,40,130.41324481863572,-121.38882678111108,-0.0,0.0,0.0,0.0,0.0,54.67402489924206,5.0,-121.38882678111108,5.0,0.41666666666666663,0.0
6290,0.0,68,40,130.2129234486623,-120.99921755392033,-0.0,0.0,0.0,0.0,0.0,54.56273524925684,5.0,-120.99921755392033,5.0,0.41666666666666663,0.0
6295,-2.5254552443997915,68,40,130.01324502957831,-120.61085881537777,1887.0120229228348,0.0,0.0,0.0,0.0,54.451802794210174,5.0,1766.4011641074571,5.0,0.41666666666666663,0.0
6300,1.8094164768331644,68,40,132.92824067209088,-126.28029488050922,-1395.7731127866653,0.0,0.0,0.0,0.0,56.071244817828266,5.0,-1522.0534076671745,5.0,0.41666666666666663,0.0
6305,1.833788559199936,68,40,130.41647882479666,-121.39511666741357,-1376.339015164896,0.0,0.0,0.0,0.0,54.675821569331475,5.0,-1497.7341318323095,5.0,0.41666666666666663,0.0
6310,0.17884077199999998,68,40,127.94484975397936,-116.58799353166827,-130.55861052926275,0.0,0.0,0.0,0.0,53.30269430776631,5.0,-247.14660406093103,5.0,0.41666666666666663,0.0
6315,0.0,68,40,127.53699717295855,-115.79475250640786,-0.0,0.0,0.0,0.0,0.0,53.07610954053253,5.0,-115.79475250640786,5.0,0.41666666666666663,0.0
6320,0.0,68,40,127.3459073991061,-115.42309800382236,-0.0,0.0,0.0,0.0,0.0,52.96994855505894,5.0,-115.42309800382236,5.0,0.41666666666666663,0.0
6325,0.0,68,40,127.15543094643887,-115.05263636245294,-0.0,0.0,0.0,0.0,0.0,52.86412830357715,5.0,-115.05263636245294,5.0,0.41666666666666663,0.0
6330,0.0,68,40,126.96556584644297,-114.68336375369576,-0.0,0.0,0.0,0.0,0.0,52.758647692468315,5.0,-114.68336375369576,5.0,0.41666666666666663,0.0
6335,0.0,68,40,126.77631013692263,-114.31527636123506,-0.0,0.0,0.0,0.0,0.0,52.65350563162368,5.0,-114.31527636123506,5.0,0.41666666666666663,0.0
6340,0.0,68,40,126.58766186197995,-113.9483703810042,-0.0,0.0,0.0,0.0,0.0,52.54870103443331,5.0,-113.9483703810042,5.0,0.41666666666666663,0.0
6345,0.0,68,40,126.39961907199466,-113.58264202114577,-0.0,0.0,0.0,0.0,0.0,52.44423281777481,5.0,-113.58264202114577,5.0,0.41666666666666663,0.0
6350,0.0,68,40,126.21217982360399,-113.21808750197289,-0.0,0.0,0.0,0.0,0.0,52.340099902002216,5.0,-113.21808750197289,5.0,0.41666666666666663,0.0
6355,0.0,68,40,126.0253421796826,-112.85470305592989,-0.0,0.0,0.0,0.0,0.0,52.236301210934776,5.0,-112.85470305592989,5.0,0.41666666666666663,0.0
6360,0.0,68,40,125.8391042093225,-112.49248492755345,-0.0,0.0,0.0,0.0,0.0,52.13283567184583,5.0,-112.49248492755345,5.0,0.41666666666666663,0.0
6365,0.0,68,40,125.65346398781318,-112.13142937343373,-0.0,0.0,0.0,0.0,0.0,52.02970221545176,5.0,-112.13142937343373,5.0,0.41666666666666663,0.0
6370,0.0,68,40,125.46841959662166,-111.7715326621758,-0.0,0.0,0.0,0.0,0.0,51.92689977590092,5.0,-111.7715326621758,5.0,0.41666666666666663,0.0
6375,0.298029762612,68,40,125.28396912337267,-111.41279107436094,-210.98695937832025,0.0,0.0,0.0,0.0,51.82442729076259,5.0,-322.3997504526812,5.0,0.41666666666666663,0.0
6380,0.0,68,40,124.75193037316522,-110.37801776819104,-0.0,0.0,0.0,0.0,0.0,51.52885020731401,5.0,-110.37801776819104,5.0,0.41666666666666663,0.0
6385,0.0,68,40,124.56977954165463,-110.02374880174767,-0.0,0.0,0.0,0.0,0.0,51.427655300919234,5.0,-110.02374880174767,5.0,0.41666666666666663,0.0
6390,0.0,68,40,124.38821334092579,-109.6706168959539,-0.0,0.0,0.0,0.0,0.0,51.32678518940321,5.0,-109.6706168959539,5.0,0.41666666666666663,0.0
6395,0.077792382414,68,40,124.20722989454943,-109.31861840130317,-54.37697264589506,0.0,0.0,0.0,0.0,51.226238830305235,5.0,-163.69559104719823,5.0,0.41666666666666663,0.0
6400,0.0,68,40,123.93709197554381,-108.7932215059411,-0.0,0.0,915.8692947418289,915.8692947418289,1.7187711770844498,51.076162208635445,5.0,807.0760732358877,158.5,13.208333333333332,532.8628423333333
6405,0.0,68,40,125.26896566565628,-111.38361053527592,-0.0,0.0,914.063487252578,914.063487252578,1.7153822984729414,51.81609203647571,5.0,802.6798767173021,158.5,13.208333333333332,532.8628423333334
6410,0.0,68,40,126.593584552072,-113.95988954498534,-0.0,0.0,912.2675161156369,912.2675161156369,1.7120118793063948,52.551991417817774,5.0,798.3076265706516,158.5,13.208333333333332,532.8628423333332
6415,0.0,68,40,127.91098815218446,-116.52213539327545,-0.0,0.0,910.4813277517477,910.4813277517477,1.7086598190349975,53.283882306769144,5.0,793.9591923584723,158.5,13.208333333333332,532.8628423333333
6420,0.549997967133,68,40,129.22121576813328,-119.07042451970057,-407.34068874109164,0.0,908.7048688735007,908.7048688735007,1.7053260176566387,54.01178653785182,5.0,382.2937556127084,158.5,13.208333333333332,532.8628423333333
6425,0.0,68,40,129.852094333215,-120.29743345152518,-0.0,0.0,907.8494985436487,907.8494985436487,1.7037207821965974,54.36227462956389,5.0,787.5520650921235,158.5,13.208333333333332,532.8628423333332
6430,0.0,68,40,131.1517486159698,-122.82515828081569,-0.0,0.0,906.0873754124099,906.0873754124099,1.7004138840771437,55.084304786649895,5.0,783.2622171315942,158.5,13.208333333333332,532.8628423333333
6435,0.42186246637400004,68,40,132.44432359626146,-125.33911442650499,-323.7275859760729,0.0,904.3348506819062,904.3348506819062,1.6971249988495125,55.80240199792303,5.0,455.2681502793284,158.5,13.208333333333332,532.8628423333333
6440,0.0,68,40,133.19562783065916,-126.80034176429575,-0.0,0.0,903.316202424753,903.316202424753,1.6952133469642119,56.21979323925509,5.0,776.5158606604573,158.5,13.208333333333332,532.8628423333332
6445,0.0,68,40,134.47706966627462,-129.2926448237763,-0.0,0.0,901.5787724560008,901.5787724560008,1.6919527894047013,56.931705370152564,5.0,772.2861276322245,158.5,13.208333333333332,532.8628423333333
6450,0.0,68,40,135.7515314038258,-131.77137214436837,-0.0,0.0,899.8508063827019,899.8508063827019,1.6887099923169322,57.6397396687921,5.0,768.0794342383335,158.5,13.208333333333332,532.8628423333332
6455,0.0,68,40,137.01905106436652,-134.2365976740157,-0.0,0.0,0.0,0.0,0.0,58.3439172579814,5.0,-134.2365976740157,5.0,0.41666666666666663,0.0
6460,0.0,68,40,136.7975277177811,-133.80575227854283,-0.0,0.0,0.0,0.0,0.0,58.220848732100606,5.0,-133.80575227854283,5.0,0.41666666666666663,0.0
6465,0.0,68,40,136.57671537188787,-133.3762897232046,-0.0,0.0,0.0,0.0,0.0,58.098175206604374,5.0,-133.3762897232046,5.0,0.41666666666666663,0.0
6470,0.0,68,40,136.3566117446611,-132.94820556964132,-0.0,0.0,0.0,0.0,0.0,57.97589541370061,5.0,-132.94820556964132,5.0,0.41666666666666663,0.0
6475,0.0,68,40,136.13721456139942,-132.5214953937386,-0.0,0.0,0.0,0.0,0.0,57.854008089666344,5.0,-132.5214953937386,5.0,0.41666666666666663,0.0
6480,0.0,68,40,135.91852155470227,-132.09615478558177,-0.0,0.0,0.0,0.0,0.0,57.732511974834594,5.0,-132.09615478558177,5.0,0.41666666666666663,0.0
6485,0.0,68,40,135.70053046444662,-131.67217934941013,-0.0,0.0,0.0,0.0,0.0,57.61140581358145,5.0,-131.67217934941013,5.0,0.41666666666666663,0.0
6490,0.0,68,40,135.48323903776347,-131.2495647035716,-0.0,0.0,0.0,0.0,0.0,57.490688354313036,5.0,-131.2495647035716,5.0,0.41666666666666663,0.0
6495,0.0,68,40,135.26664502901465,-130.82830648047747,-0.0,0.0,0.0,0.0,0.0,57.37035834945259,5.0,-130.82830648047747,5.0,0.41666666666666663,0.0
6500,0.0,68,40,135.0507461997696,-130.4084003265573,-0.0,0.0,0.0,0.0,0.0,57.250414555427554,5.0,-130.4084003265573,5.0,0.41666666666666663,0.0
6505,0.0,68,40,134.8355403187822,-129.98984190221373,-0.0,0.0,0.0,0.0,0.0,57.13085573265677,5.0,-129.98984190221373,5.0,0.41666666666666663,0.0
6510,0.0,68,40,134.62102516196768,-129.5726268817778,-0.0,0.0,0.0,0.0,0.0,57.011680645537595,5.0,-129.5726268817778,5.0,0.41666666666666663,0.0
6515,0.0,68,40,134.40719851237978,-129.15675095346427,-0.0,0.0,0.0,0.0,0.0,56.89288806243321,5.0,-129.15675095346427,5.0,0.41666666666666663,0.0
6520,0.0,68,40,134.19405816018767,-128.74220981932686,-0.0,0.0,0.0,0.0,0.0,56.77447675565981,5.0,-128.74220981932686,5.0,0.41666666666666663,0.0
6525,0.0,68,40,133.9816019026532,-128.32899919521407,-0.0,0.0,0.0,0.0,0.0,56.656445501474,5.0,-128.32899919521407,5.0,0.41666666666666663,0.0
6530,0.0,68,40,133.76982754410818,-127.91711481072477,-0.0,0.0,0.0,0.0,0.0,56.5387930800601,5.0,-127.91711481072477,5.0,0.41666666666666663,0.0
6535,0.0,68,40,133.55873289593157,-127.50655240916414,-0.0,0.0,0.0,0.0,0.0,56.421518275517535,5.0,-127.50655240916414,5.0,0.41666666666666663,0.0
6540,0.0,68,40,133.34831577652693,-127.09730774749957,-0.0,0.0,0.0,0.0,0.0,56.304619875848296,5.0,-127.09730774749957,5.0,0.41666666666666663,0.0
6545,0.0,68,40,133.13857401129988,-126.6893765963169,-0.0,0.0,0.0,0.0,0.0,56.188096672944376,5.0,-126.6893765963169,5.0,0.41666666666666663,0.0
6550,0.0,68,40,132.92950543263558,-126.28275473977668,-0.0,0.0,0.0,0.0,0.0,56.071947462575324,5.0,-126.28275473977668,5.0,0.41666666666666663,0.0
6555,0.0,68,40,132.72110787987643,-125.87743797557066,-0.0,0.0,0.0,0.0,0.0,55.95617104437579,5.0,-125.87743797557066,5.0,0.41666666666666663,0.0
