Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),Environment:Site Mains Water Temperature [C](Hourly),LIVING_1:Zone Mean Air Temperature [C](Hourly),LIVING_1:Zone Mean Air Dewpoint Temperature [C](Hourly),FINISHEDBASEMENT_1:Zone Mean Air Temperature [C](Hourly),FINISHEDBASEMENT_1:Zone Mean Air Dewpoint Temperature [C](Hourly),GARAGE:Zone Mean Air Temperature [C](Hourly),GARAGE:Zone Mean Air Dewpoint Temperature [C](Hourly),WATER HEATER_1:Water Heater Use Side Mass Flow Rate [kg/s](Hourly),WATER HEATER_1:Water Heater Use Side Inlet Temperature [C](Hourly),WATER HEATER_1:Water Heater Heating Energy [J](Hourly)
 10/04  10:00:00,11.45,10.3377809,15.71981695,21.66659127,11.75775323,19.64697356,10.80493523,14.94502617,11.33112993,0.001280312,15.71981695,0
 10/04  11:00:00,11.99166667,10.20412445,15.71981695,21.66659387,11.71458623,19.60718821,10.80754302,15.90546233,11.32400718,0.000138156,15.71981695,0
 10/04  12:00:00,12.55,10.07436675,15.71981695,21.66655749,11.68124356,19.49568988,10.81874056,16.83845348,11.32156442,0,15.71981695,1495233.589
 10/04  13:00:00,13.09166667,10.05983309,15.71981695,21.66655353,11.62786645,19.45468226,10.81827847,17.42835999,11.30442202,0.001004168,15.71981695,0
 10/04  14:00:00,13.00833333,10.0706922,15.71981695,21.66655582,11.57594793,19.41652278,10.82266166,17.88399047,11.2895754,0.002024182,15.71981695,1626703.813
 10/04  15:00:00,12.8,10.27138326,15.71981695,21.66656841,11.53477,19.374604,10.82180008,17.69167319,11.27178785,0.002027687,15.71981695,1590867.116
 10/04  16:00:00,12.8,10.39655643,15.71981695,21.66657637,11.49486737,19.3787817,10.81710531,17.55135923,11.2546609,0.001118823,15.71981695,0
 10/04  17:00:00,12.8,10.51317572,15.71981695,21.66658499,11.45498577,19.44356801,10.81885097,17.22049674,11.24581251,0.002687256,15.71981695,1884444.985
 10/04  18:00:00,12.15833333,10.16923539,15.71981695,21.66657359,11.42871536,19.44323152,10.82062003,16.73688778,11.23880475,0.000780549,15.71981695,1602768.91
 10/04  19:00:00,11.35,9.695103199,15.71981695,21.66657886,11.42432207,19.3859447,10.82166567,15.90217971,11.23384108,0.000808625,15.71981695,0
 10/04  20:00:00,11.1,9.574816361,15.71981695,21.66655388,11.41192974,19.40779088,10.82284717,15.07605933,11.22771114,0,15.71981695,0
 10/04  21:00:00,11.45,9.742751228,15.71981695,21.66656014,11.39502323,19.42216209,10.82429102,14.72704022,11.22000364,0.001308735,15.71981695,1674045.086
 10/04  22:00:00,11.05833333,9.578714809,15.71981695,21.66655756,11.37013749,19.42497997,10.81675933,14.58455124,11.20262206,8.9329E-05,15.71981695,0
 10/04  23:00:00,10.89166667,9.807672378,15.71981695,21.66657662,11.33869092,19.45043932,10.80279457,14.33052148,11.17958168,0,15.71981695,0
 10/04  24:00:00,11.74166667,10.79622984,15.71981695,21.66662261,11.33023507,19.46174498,10.79768418,14.23934075,11.16846452,0.000345869,15.71981695,0
 10/05  01:00:00,11.55833333,11.18213053,15.64174219,21.6666513,11.33671163,19.47211261,10.79005751,14.37633858,11.15760392,0,15.71981695,1495386.029
 10/05  02:00:00,11.1,11.09999308,15.64174219,21.66665737,11.34458104,19.49583962,10.77615345,14.37152804,11.14191491,0,15.71981695,0
 10/05  03:00:00,11.1,11.09999303,15.64174219,21.66665737,11.34442808,19.50661544,10.75343114,14.29021788,11.11753183,0,15.71981695,0
 10/05  04:00:00,11.45,11.44999511,15.64174219,21.66666542,11.35869233,19.50695067,10.74226089,14.24206168,11.10509235,0,15.71981695,0
 10/05  05:00:00,11.7,11.69999346,15.64174219,21.66666667,11.38437402,19.50785548,10.73499309,14.27788567,11.09785683,0,15.71981695,0
 10/05  06:00:00,11.99166667,11.77971529,15.64174219,21.66666667,11.41659332,19.62404899,10.73062104,14.34599289,11.09352336,0,15.71981695,0
 10/05  07:00:00,12.2,12.04802558,15.64174219,21.66666667,11.44796759,19.61068039,10.72396001,14.46560367,11.08681311,0.000249326,15.6931567,1530023.02
 10/05  08:00:00,12.55,12.33414093,15.64174219,21.66666667,11.47958676,19.4909045,10.71950074,14.80210567,11.0843568,0.00015199,15.67256611,0
 10/05  09:00:00,13.73333333,12.6596514,15.64174219,21.66666673,11.50224869,19.37545275,10.72080005,15.59892902,11.08780934,0.001223829,15.66347514,0
 10/05  10:00:00,14.75,12.5823606,15.64174219,21.66665821,11.51485146,19.30796778,10.72201436,17.23505597,11.08936357,0.001100314,15.64240513,1499172.28
 10/05  11:00:00,13.71666667,11.0532215,15.64174219,21.66659687,11.50661124,19.32251498,10.73236482,18.51877445,11.09284528,0.000123925,15.64185223,0
 10/05  12:00:00,13.09166667,10.17104809,15.64174219,21.66655974,11.46568785,19.29783931,10.74011883,18.4545229,11.08190492,0.000428673,15.64180266,1495444.8
 10/05  13:00:00,12.65833333,10.00495089,15.64174219,21.66655619,11.41260956,19.30444549,10.74148785,17.92867815,11.06342436,0.000808174,15.64176502,0
 10/05  14:00:00,12.55,10.15867331,15.64174219,21.6665664,11.36543972,19.27448418,10.74278994,17.87409842,11.04723795,0,15.64174648,0
 10/05  15:00:00,13.09166667,10.47916898,15.64174219,21.66657911,11.32532787,19.24460114,10.74404257,18.60166752,11.03251568,0,15.64174648,0
 10/05  16:00:00,13.00833333,10.45376151,15.64174219,21.66658027,11.28972658,19.25160478,10.74532598,18.48629787,11.0177521,3.54593E-05,15.64174645,1382442.044
 10/05  17:00:00,12.15833333,10.24975756,15.64174219,21.66658311,11.24969751,19.37191511,10.74676352,17.42742968,11.0052648,0.000263265,15.64174442,120356.4355
 10/05  18:00:00,11.7,9.974040256,15.64174219,21.66657359,11.23489427,19.40833787,10.75721013,16.21808053,11.00288265,0.000272418,15.64174335,0
 10/05  19:00:00,11.35,10.22795752,15.64174219,21.66659628,11.24791301,19.35172976,10.7738919,15.34301735,11.00727528,0.000344753,15.64174281,0
 10/05  20:00:00,11.1,10.48011646,15.64174219,21.66661801,11.26582604,19.37536683,10.78157571,14.87021525,11.00836915,0.00258023,15.64174236,1956307.657
 10/05  21:00:00,11.1,10.32298663,15.64174219,21.66660753,11.27655827,19.40397777,10.78283442,14.59030732,11.00377096,0,15.64174219,0
 10/05  22:00:00,11.1,10.21063711,15.64174219,21.66660016,11.28733813,19.4273872,10.79294738,14.4228545,11.00581304,0.000716837,15.64174219,1599980.001
 10/05  23:00:00,11.1,10.21080413,15.64174219,21.66660056,11.291268,19.45136695,10.80041989,14.32237677,11.0043318,0.001235595,15.64174219,0
 10/05  24:00:00,10.80833333,9.92770258,15.64174219,21.66658875,11.28593382,19.47119985,10.80151434,14.24074734,10.99619094,0,15.64174219,0
 10/06  01:00:00,10.6,9.517505047,15.56241949,21.66656689,11.27089256,19.50198048,10.80271323,14.10384025,10.98569685,0,15.64174219,1495385.41
 10/06  02:00:00,10.6,9.368679735,15.56241949,21.66655803,11.25638773,19.52482527,10.81295273,13.9868286,10.98089842,0,15.64174219,0
 10/06  03:00:00,10.6,9.368916427,15.56241949,21.66655911,11.23888753,19.53878882,10.82073704,13.92163061,10.97301441,0,15.64174219,0
 10/06  04:00:00,10.6,9.211295672,15.56241949,21.66655001,11.21774583,19.53630898,10.82218607,13.87758491,10.96164675,0,15.64174219,0
 10/06  05:00:00,10.25,8.922236881,15.56241949,21.66653779,11.20293105,19.53955455,10.83254619,13.80207279,10.95896159,0.000598443,15.58515263,0
 10/06  06:00:00,10,8.640618302,15.56241949,21.66652791,11.15346304,19.69267556,10.84946894,13.58485663,10.96069609,0,15.58128085,1495070.43
 10/06  07:00:00,10.35,8.54559976,15.56241949,21.66651518,11.09017855,19.65480416,10.85751198,13.54186467,10.95089017,0.000937903,15.56556547,0
 10/06  08:00:00,10.6,8.55236337,15.56241949,21.66651126,11.05665892,19.45447536,10.86773807,14.01398188,10.94253173,0.001728875,15.56310842,1699616.677
 10/06  09:00:00,10.89166667,8.218263011,15.56241949,21.66648739,11.02222802,19.40796266,10.8842197,14.70536927,10.93527,0.005234278,15.56242673,2562480.247
 10/06  10:00:00,11.1,7.970083092,15.56241949,21.66647447,10.91979628,19.47093179,10.9006897,15.49812112,10.92075415,0.00036486,15.56241949,933500.3954
 10/06  11:00:00,11.1,7.857309221,15.56241949,21.66647011,10.79950237,19.48955732,10.90825077,16.36338446,10.89415026,0.001625772,15.56241949,542609.8407
 10/06  12:00:00,11.45,7.794138525,15.56241949,21.66646782,10.71422492,19.4107018,10.90938877,16.65597598,10.85808981,0,15.56241949,1031556.801
 10/06  13:00:00,11.35,7.501396953,15.56241949,21.66645368,10.62884148,19.39932082,10.91938446,16.95689386,10.82820221,0,15.56241949,0
 10/06  14:00:00,11.45,7.588569678,15.56241949,21.66646031,10.54478685,19.3702981,10.92681201,17.35562823,10.80096258,0.000317731,15.56241949,0
 10/06  15:00:00,11.35,7.618271081,15.56241949,21.66646646,10.46020697,19.3708864,10.92790931,17.40908573,10.76795346,0.002338044,15.56241949,1902260.499
 10/06  16:00:00,11.1,7.484735269,15.56241949,21.66646386,10.39105187,19.39610604,10.93790513,16.52037365,10.74126028,0,15.56241949,0
 10/06  17:00:00,11.1,7.485461466,15.56241949,21.66647107,10.28789863,19.51329048,10.94540285,15.64626934,10.71267978,0,15.56241949,0
 10/06  18:00:00,10.80833333,7.513500349,15.56241949,21.66647649,10.20403771,19.51919525,10.95523705,14.99501469,10.6897637,0,15.56241949,0
 10/06  19:00:00,10.6,7.418724892,15.56241949,21.66647464,10.17308587,19.43989204,10.9624878,14.35761964,10.66851065,0.003857322,15.56241949,2241492.076
 10/06  20:00:00,9.9,6.828926359,15.56241949,21.66644658,10.13641778,19.47047231,10.97219786,13.95055793,10.64925045,0.003931036,15.56241949,3520124.638
 10/06  21:00:00,8.758333333,6.144061204,15.56241949,21.66641676,10.09181677,19.50998051,10.9793134,13.4393586,10.62522037,0.002898642,15.56241949,1625284.479
 10/06  22:00:00,8.008333333,5.938994065,15.56241949,21.66641687,10.04080152,19.55065144,10.97993609,12.8913935,10.59511015,0,15.56241949,0
 10/06  23:00:00,7.8,5.955170743,15.56241949,21.66642561,9.994943851,19.57556768,10.98008193,12.44508937,10.56855803,0.001692884,15.56241949,1651126.771
 10/06  24:00:00,7.45,5.628930405,15.56241949,21.66641149,9.941286803,19.59486201,10.97083495,12.1451256,10.53668769,0,15.56241949,0
 10/07  01:00:00,6.908333333,5.401706961,15.48187236,21.66640807,9.892840312,19.63137032,10.97240039,11.84940793,10.51748728,0,15.56241949,0
 10/07  02:00:00,6.7,5.538161519,15.48187236,21.66642646,9.852134788,19.66169348,10.97727042,11.54982134,10.50246284,0,15.56241949,0
 10/07  03:00:00,6.35,5.299315393,15.48187236,21.66641882,9.808483048,19.6863814,10.97546195,11.33766811,10.48186006,0,15.56241949,0
 10/07  04:00:00,6.1,5.059479634,15.48187236,21.66640839,9.761119452,19.71090925,10.97337791,11.16718928,10.4602138,0,15.56241949,0
 10/07  05:00:00,6.1,5.05979277,15.48187236,21.66641129,9.722686163,19.72959527,10.97995263,11.04130175,10.44697286,0,15.56241949,1495321.052
 10/07  06:00:00,5.808333333,4.910058732,15.48187236,21.66641566,9.627966624,19.92898342,10.98305275,10.98069272,10.43024031,9.38396E-05,15.55289291,0
 10/07  07:00:00,5.891666667,4.953441801,15.48187236,21.66641759,9.538505559,19.93089318,10.98826522,11.04915822,10.41598847,0.000172091,15.5297318,0
 10/07  08:00:00,6.45,5.39632638,15.48187236,21.66644051,9.503374276,19.74804855,10.99232826,11.44832021,10.4011316,0.004208684,15.48298241,1980565.319
 10/07  09:00:00,7.341666667,5.829710351,15.48187236,21.6665093,9.456820847,19.72898627,10.99044845,12.1956878,10.38220934,3.37304E-06,15.4818741,1495318.236
 10/07  10:00:00,8.091666667,5.785938489,15.48187236,21.66645873,9.36219153,19.81744879,10.9967257,13.01995209,10.36431244,0.000684882,15.48187278,0
 10/07  11:00:00,8.65,5.715138652,15.48187236,21.66651995,9.263886819,19.7485653,11.00072705,14.26237249,10.34413744,0,15.4818727,0
 10/07  12:00:00,8.9,5.172299344,15.48187236,21.68353451,9.186785855,19.59877514,10.9992907,15.67047462,10.30867335,0.015612444,15.48187239,6721240.051
 10/07  13:00:00,8.9,4.753426299,15.48187236,21.66665107,9.171253927,19.48394471,10.99865239,15.84553009,10.264041,0.004293194,15.48187236,4349620.726
 10/07  14:00:00,8.9,4.753426299,15.48187236,21.66636636,9.06800699,19.54937538,10.99761854,16.09065951,10.22464048,0,15.48187236,0
 10/07  15:00:00,8.9,4.753426299,15.48187236,21.66636925,8.970217444,19.52719101,10.99675672,16.14701782,10.18984139,0.000623715,15.48187236,1517823.33
 10/07  16:00:00,8.55,4.460428563,15.48187236,21.66639785,8.890962713,19.52471018,11.00496979,16.05691658,10.16464181,0.00011706,15.48187236,0
 10/07  17:00:00,8.008333333,3.902073603,15.48187236,21.66641912,8.7736911,19.65718805,11.01028447,14.94853307,10.13315891,0.00462448,15.48187236,2268957.067
 10/07  18:00:00,7.8,3.756646638,15.48187236,21.66632818,8.647776482,19.66733531,11.0085552,13.64071529,10.09336446,0.000749853,15.48187236,1495310.144
 10/07  19:00:00,7.8,3.728531754,15.48187236,21.79682811,8.584128919,19.58170944,11.01621296,12.80328109,10.06585989,0.037194417,15.48187236,5630941.513
 10/07  20:00:00,7.45,3.565141347,15.48187236,21.68968291,8.527779662,19.53280544,11.02178864,12.364097,10.04335567,0,15.48187236,10908436.58
 10/07  21:00:00,6.266666667,2.983639583,15.48187236,21.66630296,8.455340303,19.61019562,11.02024411,11.87183674,10.00979952,0.001667941,15.48187236,0
 10/07  22:00:00,5.6,2.833025264,15.48187236,21.66630835,8.390531151,19.64575945,11.01808902,11.22800176,9.979615839,0,15.48187236,1495084.61
 10/07  23:00:00,4.9,2.585926366,15.48187236,21.66630882,8.33223749,19.67835695,11.01491424,10.70092396,9.952316993,0.00179029,15.48187236,0
 10/07  24:00:00,3.466666667,1.677087351,15.48187236,21.66627219,8.26766099,19.73255372,11.01046224,10.22984032,9.923403316,0,15.48187236,1495298.93
 10/08  01:00:00,3.091666667,1.384151508,15.40012465,21.66626244,8.197112887,19.78070381,11.00485878,9.710914053,9.708254533,0,15.48187236,0
 10/08  02:00:00,2.366666667,1.083711597,15.40012465,21.6662623,8.125828215,19.81574582,10.9984348,9.373934745,9.373934682,0,15.48187236,0
 10/08  03:00:00,1.991666667,0.942288034,15.40012465,21.66626579,8.067730001,19.85334805,11.00006381,8.998537016,8.998537078,0,15.48187236,0
 10/08  04:00:00,1.908333333,0.784241401,15.40012465,21.66625964,8.008076925,19.87870422,10.99868222,8.716517526,8.716517479,0,15.48187236,0
 10/08  05:00:00,1.7,0.696078241,15.40012465,21.66626282,7.941693082,19.90481742,10.99063628,8.500591004,8.500590958,0.000256724,15.47407615,0
 10/08  06:00:00,1.7,0.774660473,15.40012465,21.66628204,7.878195903,20.0970932,10.98956281,8.345419278,8.345419217,0.012604826,15.40039292,7506277.527
 10/08  07:00:00,2.341666667,1.162390119,15.40012465,21.66629511,7.757680119,20.12138115,10.98472267,8.345137849,8.271924061,0.000843734,15.40012465,1495195.156
 10/08  08:00:00,4.433333333,2.627276365,15.40012465,21.66650984,7.707197026,19.8359696,10.97949461,8.927692818,8.250203869,0.001743876,15.40012465,0
 10/08  09:00:00,6.883333333,4.389906399,15.40012465,21.66656534,7.650149186,19.69227055,10.97513595,10.30367097,8.22864403,0.001284668,15.40012465,1587441.805
 10/08  10:00:00,8.733333333,5.512052464,15.40012465,21.66658502,7.55718759,19.72316114,10.9705921,12.12510628,8.208163489,0.001255296,15.40012465,1495314.473
 10/08  11:00:00,9.75,5.639624149,15.40012465,21.67695886,7.517604434,19.62302792,10.96720515,14.17327329,8.19119322,0.014044809,15.40012465,7657290.606
 10/08  12:00:00,10.99166667,6.491237961,15.40012465,21.66657125,7.492838499,19.47472721,10.95673452,16.39285356,8.162133828,0.000658127,15.40012465,0
 10/08  13:00:00,11.7,6.966914043,15.40012465,21.66653044,7.433846071,19.4227,10.94025448,18.16423556,8.129769232,0.003298146,15.40012465,1758290.351
 10/08  14:00:00,11.99166667,7.032837321,15.40012465,21.66653073,7.381630524,19.3693982,10.93308014,19.10820952,8.104440699,0.001392702,15.40012465,1577973.141
 10/08  15:00:00,12.2,6.953107496,15.40012465,21.66652512,7.322809779,19.32075308,10.92379757,19.33385701,8.075108392,0,15.40012465,0
 10/08  16:00:00,11.55833333,7.095546825,15.40012465,21.66657215,7.273249405,19.30373668,10.91730267,19.21435334,8.048924396,9.36978E-06,15.40012465,0
 10/08  17:00:00,10.80833333,7.329227365,15.40012465,21.66660679,7.247894835,19.42539054,10.91661315,18.05936448,8.029493653,5.41269E-05,15.40012465,0
 10/08  18:00:00,9.608333333,6.838682066,15.40012465,21.66660277,7.253896774,19.45595067,10.9158435,16.15272134,8.012268906,0.002491598,15.40012465,1538141.635
 10/08  19:00:00,7.908333333,6.135696388,15.40012465,21.66659841,7.283101825,19.40073779,10.91568348,13.94704042,7.997503497,0,15.40012465,1495229.117
 10/08  20:00:00,6.908333333,5.739189401,15.40012465,21.66655941,7.315118167,19.48515086,10.91514507,12.51832474,7.983838578,0,15.40012465,0
 10/08  21:00:00,5.708333333,4.984196601,15.40012465,21.66652817,7.353201125,19.53571289,10.91442459,11.6800364,7.971420918,0,15.40012465,0
 10/08  22:00:00,5,4.506598075,15.40012465,21.66651141,7.384295283,19.58310486,10.9044831,10.96591489,7.950130041,0.000879907,15.40012465,0
 10/08  23:00:00,5,4.506492048,15.40012465,21.66651153,7.413490882,19.62297176,10.89580764,10.44734153,7.931147221,0.000382346,15.40012465,1549772.463
 10/08  24:00:00,4.65,4.163366679,15.40012465,21.66649444,7.434118024,19.67599839,10.89160696,10.12473158,7.917741763,0,15.40012465,0
 10/09  01:00:00,4.4,3.75604226,15.31720057,21.66646877,7.43650603,19.72368499,10.88573383,9.875318767,7.901694898,0,15.40012465,0
 10/09  02:00:00,5.741666667,4.543845695,15.31720057,21.66649293,7.429030364,19.74982552,10.87886068,9.744914376,7.885228954,0,15.40012465,0
 10/09  03:00:00,7.341666667,5.631541907,15.31720057,21.66653274,7.426438039,19.75349797,10.8716578,10.05507776,7.87003549,0,15.40012465,0
 10/09  04:00:00,7.8,5.957413695,15.31720057,21.6665451,7.421201555,19.75610415,10.85555663,10.53938047,7.847168763,0,15.40012465,0
 10/09  05:00:00,8.091666667,6.519609027,15.31720057,21.66657715,7.425335465,19.75817098,10.84201802,10.8724253,7.828452298,3.42194E-05,15.3995723,1495309.609
 10/09  06:00:00,7.658333333,6.915658676,15.31720057,21.6666201,7.436301359,19.91662192,10.82437172,11.12849903,7.810617855,0.000324152,15.38970226,0
 10/09  07:00:00,7.841666667,7.202464225,15.31720057,21.66663395,7.457615968,19.92343318,10.79994722,11.2160593,7.788559304,0,15.35228464,0
 10/09  08:00:00,8.65,7.608383662,15.31720057,21.66663613,7.487036323,19.75443216,10.78756451,11.56458749,7.775692374,0.001171372,15.34839202,1675876.282
 10/09  09:00:00,9.191666667,8.02416881,15.31720057,21.66664745,7.516166123,19.7122315,10.78236752,12.15646014,7.770112662,0.001894723,15.31903446,0
 10/09  10:00:00,11.675,9.789669895,15.31720057,21.66631536,7.549014985,19.56350789,10.77979129,12.8993054,7.768985697,0.026911181,15.31720071,14930333.57
 10/09  11:00:00,14.93333333,11.85537334,15.31720057,21.66666737,7.600148892,19.56175675,10.76879755,14.55262405,7.765803386,0.001387065,15.31720057,1496387.818
 10/09  12:00:00,16.45,12.8497241,15.31720057,21.66666688,7.679501514,19.47825636,10.76057783,15.98907117,7.772390485,3.91736E-05,15.31720057,0
 10/09  13:00:00,16.99166667,13.40228256,15.31720057,21.66666667,7.779202249,19.41571346,10.75925798,17.00793975,7.78830299,0.000352683,15.31720057,0
 10/09  14:00:00,17.55,13.74014734,15.31720057,21.66666667,7.884106417,19.32176994,10.75872347,18.27630515,7.805401816,0.000265645,15.31720057,0
 10/09  15:00:00,18.73333333,14.33791916,15.31720057,21.66666667,7.984904821,19.24472506,10.75873037,19.21755791,7.822405546,0,15.31720057,1495454.063
 10/09  16:00:00,18.75833333,14.44543024,15.31720057,21.66666667,8.09090547,19.19290945,10.75912932,19.73283497,7.839135778,2.76376E-05,15.31720057,0
 10/09  17:00:00,17.36666667,13.98052653,15.31720057,21.66666667,8.247037719,19.21659982,10.75954402,19.24710376,7.855626937,0,15.31720057,0
 10/09  18:00:00,15.06666667,12.8921354,15.31720057,21.66666692,8.386327551,19.22867071,10.75998663,18.24231479,7.867994693,0.000500402,15.31720057,0
 10/09  19:00:00,13.25833333,12.02374029,15.31720057,21.74414805,8.505669719,19.21920706,10.76059904,16.49066869,7.879805593,0.014645132,15.31720057,5929904.641
 10/09  20:00:00,12.8,12.030348,15.31720057,22.00431685,8.741194952,19.16866297,10.77010543,15.06051383,7.898143517,0.017127216,15.31720057,11409133.6
 10/09  21:00:00,13.73333333,12.71873038,15.31720057,21.66666671,8.829787993,19.2070481,10.7768892,14.34791895,7.914663271,0.000460759,15.31720057,0
 10/09  22:00:00,15.1,12.86331259,15.31720057,21.66666667,8.946898525,19.23763017,10.78589672,14.437179,7.937233345,0,15.31720057,0
 10/09  23:00:00,15.25,12.52554903,15.31720057,21.68686947,9.059185276,19.21809965,10.79219405,14.74564633,7.956342366,0.010125684,15.31720057,6528980.458
 10/09  24:00:00,15,12.24270794,15.31720057,21.66666686,9.163011246,19.22718821,10.79202689,14.91740802,7.968312351,0,15.31720057,0
 10/10  01:00:00,14.65,11.97523238,15.23312467,21.66666667,9.226562095,19.31138379,10.79150739,14.9207923,7.977410549,0,15.31720057,0
 10/10  02:00:00,13.46666667,11.31240598,15.23312467,21.66666667,9.28637572,19.33751433,10.79095378,14.75396735,7.984472628,0,15.31720057,0
 10/10  03:00:00,12.45,10.73932983,15.23312467,21.66666667,9.338855544,19.370453,10.79038405,14.28002151,7.989568525,0,15.31720057,0
 10/10  04:00:00,11.90833333,10.72779976,15.23312467,21.66666667,9.392962039,19.39703648,10.78986116,13.75059441,7.994732655,0,15.31720057,0
 10/10  05:00:00,11.35,10.615334,15.23312467,21.66666667,9.454991941,19.41495906,10.78940788,13.43455913,8.000205947,0,15.31720057,1495407.838
 10/10  06:00:00,11.1,10.48337543,15.23312467,21.6772069,9.555122763,19.51709867,10.78871178,13.16072604,8.005359963,0.029429619,15.28946649,11357695.82
 10/10  07:00:00,12.09166667,11.45486123,15.23312467,21.66667172,9.74607218,19.3389744,10.78842206,13.05234045,8.011761347,0.004119746,15.23312467,5309064.157
 10/10  08:00:00,13.09166667,12.43466228,15.23312467,21.66666667,9.832604949,19.34575461,10.79718331,13.48297345,8.031268313,0.003506481,15.23312467,1593700.19
 10/10  09:00:00,13.65,12.81165523,15.23312467,21.66666694,9.909224004,19.3731191,10.80346677,14.28329656,8.050557195,0.002227027,15.23312467,1495424.678
 10/10  10:00:00,14.19166667,12.86550769,15.23312467,21.72807019,10.00721263,19.41566322,10.80343879,15.29760406,8.063977103,0.02617469,15.23312467,9401930.739
 10/10  11:00:00,15.1,13.29448103,15.23312467,21.69072038,10.12460173,19.3062842,10.79490673,16.22573358,8.065724075,0.000421789,15.23312467,5496181.411
 10/10  12:00:00,15.6,13.63475018,15.23312467,21.66666667,10.17817323,19.31378326,10.78898601,17.14531138,8.076272726,0.000225947,15.23312467,0
 10/10  13:00:00,15.25,13.48888042,15.23312467,21.66666667,10.2333455,19.30275628,10.78062763,17.47796308,8.088880455,0,15.23312467,0
 10/10  14:00:00,15.35,13.53047834,15.23312467,21.66666667,10.28808566,19.2848803,10.7748472,17.64833015,8.10211585,0.00036836,15.23312467,604914.243
 10/10  15:00:00,15.6,13.63397559,15.23312467,21.66666667,10.35121789,19.25674531,10.77547088,17.73460967,8.121959035,0.001964982,15.23312467,1115026.875
 10/10  16:00:00,15.25,13.48818466,15.23312467,21.66666667,10.40497173,19.25263189,10.76735448,17.6022611,8.134359988,0.00047522,15.23312467,1563974.449
 10/10  17:00:00,14.65,13.04883913,15.23312467,21.66666667,10.48581012,19.32059544,10.7617766,17.12068287,8.15100417,0,15.23312467,0
 10/10  18:00:00,13.75833333,12.54591025,15.23312467,21.66666667,10.56622844,19.32034084,10.75376567,16.24817053,8.160488721,0.003375624,15.23312467,1609967.65
 10/10  19:00:00,13.3,12.34946339,15.23312467,21.66666667,10.63671076,19.27490644,10.75721836,15.2227353,8.177035304,0.000126966,15.23312467,0
 10/10  20:00:00,13.3,12.1796289,15.23312467,21.66666667,10.6901224,19.29715633,10.75553944,14.74634009,8.186188851,0.000180053,15.23312467,0
 10/10  21:00:00,13.3,11.6555798,15.23312467,21.66665763,10.7262077,19.31332053,10.75000959,14.59102214,8.188899424,0,15.23312467,1495440.746
 10/10  22:00:00,13.00833333,11.26451585,15.23312467,21.66664354,10.75122743,19.32375819,10.75069477,14.43351348,8.19458044,0,15.23312467,0
 10/10  23:00:00,13.09166667,11.29381417,15.23312467,21.6666431,10.77117297,19.34277692,10.75124841,14.29151482,8.200705481,3.09644E-05,15.23312467,0
 10/10  24:00:00,13.00833333,11.43518802,15.23312467,21.66665198,10.78209698,19.3631994,10.74289189,14.15246798,8.198679771,0.000136182,15.23312467,0
 10/11  01:00:00,13.09166667,11.58837257,15.14792185,21.66665791,10.80127962,19.3808068,10.73703347,14.0111561,8.200355436,0,15.23312467,0
 10/11  02:00:00,13.00833333,11.38674864,15.14792185,21.66664856,10.81571247,19.39305204,10.72863983,14.07067135,8.2005461,0,15.23312467,1495410.091
 10/11  03:00:00,12.45,10.85685446,15.14792185,21.6666303,10.82450307,19.40528132,10.72281063,14.1000491,8.200101759,0,15.23312467,0
 10/11  04:00:00,12.2,10.78592617,15.14792185,21.66663107,10.82542944,19.41989938,10.71452375,13.98335989,8.195840443,0,15.23312467,0
 10/11  05:00:00,12.2,11.12384184,15.14792185,21.66665045,10.82844503,19.42699474,10.70000411,13.87665611,8.186792737,0,15.23312467,0
 10/11  06:00:00,12.2,11.44303569,15.14792185,21.66666553,10.85223697,19.54758865,10.69448971,13.82102847,8.188542477,0.000121159,15.23124625,0
 10/11  07:00:00,12.55,11.5154716,15.14792185,21.6666622,10.8906877,19.54310905,10.69555208,13.81543839,8.198018795,0.000154753,15.19669915,0
 10/11  08:00:00,13.09166667,11.8147109,15.14792185,21.66666417,10.90711554,19.39652193,10.68778333,14.04606125,8.199783211,0,15.19185974,1495399.698
 10/11  09:00:00,13.65,11.98243813,15.14792185,21.66666274,10.91160993,19.36636283,10.67364838,14.57922031,8.196671801,0.000769597,15.17553934,0
 10/11  10:00:00,13.55,11.7715353,15.14792185,21.6666552,10.91080762,19.45259191,10.66841159,15.23058245,8.201570382,0,15.15484974,0
 10/11  11:00:00,13.94166667,12.14944478,15.14792185,21.66666393,10.90828677,19.44422978,10.6606866,15.9376948,8.206906957,0.000352976,15.151175,1495397.969
 10/11  12:00:00,15.1,12.77963026,15.14792185,21.66666683,10.91150467,19.30122636,10.64642463,17.03056873,8.205736957,0,15.15089115,0
 10/11  13:00:00,15.89166667,13.24112459,15.14792185,21.66666667,10.92090011,19.22796899,10.6322645,18.30804454,8.208141991,9.58904E-06,15.1508292,0
 10/11  14:00:00,16.45,13.42117204,15.14792185,21.66666667,10.93444987,19.19559748,10.61806687,18.72660126,8.212957542,0,15.15082359,0
 10/11  15:00:00,16.35,13.22487886,15.14792185,21.66666667,10.94299563,19.18349768,10.60386045,18.58590042,8.217673884,0.002111704,15.14950607,1752432.842
